alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.728	6.194	0.434	85.0	13.0	283.0	3.0	0.0	6	-0.0
7.896	9.654	0.605	62.0	7.0	618.0	3.0	1.0	7	0.000389
4.678	4.872	0.434	85.0	13.0	283.0	3.0	0.0	4	0.000389
9.687	6.375	0.923	48.0	35.0	651.0	3.0	1.0	6	0.000389
6.674	1.205	0.342	44.0	9.0	441.0	3.0	1.0	4	0.004214
5.108	5.57	0.136	80.0	36.0	533.0	3.0	0.0	8	0.012456
8.062	1.233	0.667	91.0	24.0	49.0	3.0	0.0	8	0.028357666666666666
8.062	8.162	0.667	94.0	24.0	49.0	3.0	1.0	5	0.04570066666666667
1.189	3.769	0.143	27.0	17.0	75.0	2.0	0.0	1	0.061927
1.189	3.769	0.149	21.0	17.0	75.0	3.0	1.0	6	0.06688933333333334
4.678	9.269	0.434	85.0	13.0	283.0	3.0	0.0	2	0.08307433333333333
3.891	4.603	0.415	48.0	37.0	46.0	3.0	1.0	8	0.11162133333333334
1.188	3.311	0.652	48.0	24.0	569.0	2.0	1.0	8	0.15643666666666667
5.091	9.511	0.667	94.0	34.0	505.0	3.0	1.0	7	0.18578433333333333
8.062	3.311	0.652	48.0	24.0	88.0	3.0	1.0	3	0.19172166666666668
6.674	9.005	0.443	87.0	44.0	441.0	3.0	1.0	8	0.21696700000000002
7.473	9.654	0.605	14.0	49.0	744.0	3.0	0.0	8	0.22493766666666667
1.189	3.769	0.143	21.0	17.0	75.0	3.0	1.0	0	0.26186266666666663
7.473	9.654	0.605	62.0	49.0	533.0	3.0	1.0	1	0.269263
3.891	7.451	0.415	48.0	33.0	377.0	3.0	1.0	7	0.28163466666666664
3.891	7.451	0.415	48.0	37.0	377.0	3.0	1.0	6	0.281685
5.091	1.52	0.667	94.0	23.0	15.0	3.0	1.0	8	0.292967
3.891	7.451	0.415	88.0	37.0	143.0	3.0	1.0	2	0.31700100000000003
3.891	7.451	0.415	88.0	37.0	143.0	3.0	0.0	0	0.517723
1.189	1.07	0.143	27.0	17.0	99.0	2.0	0.0	8	0.5239146666666666
