alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.206	2.525	0.971	34.0	30.0	522.0	3.0	0.0	4	0.0002334
1.206	2.525	0.971	47.0	30.0	522.0	3.0	0.0	2	0.0167998
8.791	2.469	0.609	54.0	23.0	554.0	3.0	1.0	2	0.0308902
4.003	8.692	0.135	73.0	14.0	369.0	3.0	1.0	3	0.0719848
1.206	2.525	0.971	34.0	30.0	410.0	3.0	0.0	5	0.07683219999999999
1.206	2.525	0.971	43.0	30.0	386.0	3.0	0.0	5	0.1128336
1.206	4.256	0.971	36.0	34.0	522.0	3.0	0.0	7	0.1336196
6.694	9.063	0.351	77.0	42.0	539.0	3.0	1.0	2	0.1507022
4.389	4.01	0.518	40.0	25.0	226.0	3.0	1.0	2	0.1585196
9.308	8.133	0.208	56.0	24.0	432.0	3.0	1.0	5	0.18562240000000002
2.664	2.858	0.354	48.0	16.0	265.0	3.0	1.0	6	0.1965178
3.663	8.792	0.388	63.0	30.0	386.0	3.0	1.0	6	0.19826619999999998
2.664	5.619	0.354	34.0	16.0	265.0	3.0	0.0	4	0.2181266
1.206	2.602	0.971	34.0	30.0	410.0	3.0	0.0	7	0.23830520000000002
1.206	2.525	0.971	47.0	30.0	386.0	3.0	0.0	2	0.2394536
1.669	2.871	0.232	40.0	49.0	226.0	3.0	1.0	6	0.24324179999999998
7.832	2.469	0.619	54.0	23.0	481.0	3.0	0.0	5	0.26100019999999996
8.791	2.469	0.619	54.0	23.0	481.0	3.0	0.0	3	0.27330639999999995
3.663	8.792	0.309	63.0	30.0	386.0	3.0	1.0	7	0.27622199999999997
2.172	1.316	0.641	54.0	49.0	226.0	3.0	1.0	0	0.29077739999999996
1.206	2.525	0.278	47.0	38.0	261.0	3.0	0.0	6	0.3304264
1.206	2.525	0.971	47.0	30.0	261.0	3.0	0.0	1	0.3474156
4.389	4.01	0.367	40.0	25.0	226.0	3.0	1.0	7	0.4077172
8.791	2.469	0.609	54.0	23.0	706.0	3.0	1.0	1	0.5336834
1.206	2.525	0.971	47.0	30.0	522.0	3.0	1.0	7	0.5426438
