alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.126	4.988	0.423	41.0	27.0	354.0	3.0	0.0	7	0.0013088000000000002
1.126	4.988	0.423	19.0	20.0	512.0	3.0	0.0	2	0.0016334000000000001
2.206	8.971	0.929	88.0	16.0	412.0	3.0	1.0	7	0.0158926
1.126	1.786	0.294	31.0	20.0	512.0	3.0	0.0	5	0.026006
1.126	4.988	0.423	31.0	20.0	670.0	3.0	0.0	5	0.0390192
1.126	1.786	0.591	31.0	39.0	743.0	3.0	0.0	7	0.0466344
2.356	8.359	0.318	39.0	40.0	496.0	3.0	1.0	7	0.046955000000000004
8.805	9.992	0.144	53.0	35.0	253.0	3.0	0.0	3	0.051539
2.206	4.41	0.423	96.0	16.0	412.0	3.0	1.0	5	0.063783
2.356	8.359	0.562	39.0	40.0	145.0	3.0	1.0	3	0.0655962
1.126	4.593	0.589	96.0	46.0	213.0	3.0	1.0	5	0.094011
1.126	4.988	0.253	30.0	5.0	512.0	3.0	0.0	7	0.1100924
1.126	3.977	0.601	31.0	20.0	670.0	3.0	1.0	7	0.1228464
5.502	8.23	0.589	96.0	10.0	213.0	3.0	1.0	7	0.14499440000000002
2.318	4.696	0.768	39.0	40.0	145.0	3.0	1.0	7	0.15842879999999998
1.126	3.948	0.589	96.0	46.0	213.0	3.0	1.0	6	0.1819464
3.183	8.359	0.768	39.0	45.0	145.0	3.0	1.0	4	0.1919724
1.126	1.786	0.591	31.0	20.0	512.0	3.0	0.0	4	0.20275059999999998
1.214	5.484	0.257	27.0	16.0	412.0	3.0	1.0	6	0.20776880000000003
3.183	8.359	0.768	39.0	40.0	145.0	3.0	1.0	2	0.2231232
1.126	1.786	0.591	31.0	20.0	743.0	3.0	0.0	6	0.22726260000000004
2.356	8.359	0.318	39.0	40.0	145.0	3.0	1.0	6	0.3021834
1.126	4.988	0.423	19.0	27.0	354.0	3.0	0.0	6	0.3432086
1.126	4.988	0.423	96.0	41.0	512.0	3.0	0.0	0	0.3589756
1.126	3.948	0.589	96.0	32.0	213.0	3.0	1.0	7	0.4404834
