p_c	p_m	N	c_0	Step_Found	VALUE
0.421	0.551	44.0	1.0	9	32.4
0.708	0.08	34.0	2.0	9	41.0
0.819	0.065	33.0	1.0	10	46.6
0.982	0.607	13.0	1.0	2	60.0
0.132	0.489	31.0	1.0	10	61.2
0.673	0.108	38.0	2.0	3	70.4
0.055	0.314	28.0	1.0	9	72.8
0.055	0.065	31.0	1.0	9	73.6
0.421	0.551	40.0	1.0	11	74.4
0.706	0.917	49.0	1.0	0	82.4
0.421	0.551	25.0	2.0	8	115.0
0.982	0.096	34.0	2.0	9	164.8
0.421	0.213	25.0	2.0	4	194.0
0.154	0.178	35.0	1.0	2	198.8
0.055	0.489	31.0	1.0	5	229.6
