p_c	p_m	N	c_0	Step_Found	VALUE
0.898	0.356	1.0	1.0	10	46.4
0.622	0.488	36.0	2.0	4	72.8
0.163	0.526	18.0	2.0	10	78.6
0.124	0.537	1.0	1.0	14	97.2
0.443	0.488	5.0	2.0	14	108.8
0.443	0.488	14.0	2.0	13	111.6
0.382	0.404	43.0	2.0	12	118.2
0.245	0.404	43.0	2.0	9	135.2
0.852	0.343	37.0	2.0	4	148.0
0.414	0.816	18.0	2.0	3	158.2
0.898	0.537	1.0	1.0	2	178.0
0.839	0.954	47.0	2.0	8	223.2
0.443	0.488	17.0	2.0	9	230.8
0.142	0.8	47.0	1.0	10	235.8
