p_c	p_m	N	c_0	Step_Found	VALUE
0.501	0.521	38.0	2.0	13	38.2
0.798	0.51	39.0	1.0	9	49.4
0.172	0.625	48.0	2.0	13	60.6
0.798	0.51	8.0	1.0	8	62.4
0.319	0.941	50.0	1.0	12	68.0
0.501	0.453	38.0	2.0	15	81.8
0.501	0.521	38.0	1.0	10	91.4
0.798	0.941	40.0	1.0	14	123.6
0.35	0.972	12.0	2.0	6	128.2
0.434	0.452	49.0	1.0	4	159.2
0.434	0.271	9.0	1.0	10	177.2
0.798	0.941	8.0	1.0	9	270.2
0.798	0.113	8.0	1.0	10	389.6
