p_c	p_m	N	c_0	Step_Found	VALUE
0.497	0.465	11.0	2.0	7	30.0
0.19	0.929	8.0	2.0	3	39.4
0.19	0.929	12.0	2.0	8	52.6
0.234	0.444	20.0	2.0	12	63.4
0.259	0.51	43.0	2.0	10	64.4
0.603	0.929	12.0	2.0	15	77.4
0.857	0.715	33.0	1.0	3	84.6
0.19	0.929	33.0	1.0	12	116.0
0.19	0.926	8.0	2.0	10	275.0
0.19	0.929	12.0	1.0	5	389.2
0.952	0.039	46.0	1.0	1	409.0
