p_c	p_m	N	c_0	Step_Found	VALUE
0.506	0.929	39.0	2.0	17	23.6
0.408	0.663	45.0	1.0	2	24.6
0.074	0.724	23.0	2.0	12	24.8
0.506	0.929	36.0	2.0	19	27.4
0.719	0.62	1.0	2.0	19	34.0
0.074	0.515	35.0	1.0	13	40.2
0.565	0.135	35.0	2.0	12	74.6
0.506	0.333	38.0	2.0	9	229.4
0.706	0.939	1.0	2.0	17	240.2
0.719	0.939	1.0	2.0	15	252.8
