p_c	p_m	N	c_0	Step_Found	VALUE
0.223	0.758	45.0	2.0	3	25.4
0.241	0.738	31.0	1.0	9	25.6
0.191	0.874	32.0	1.0	6	28.4
0.49	0.848	25.0	2.0	12	41.6
0.884	0.821	47.0	2.0	9	42.4
0.318	0.652	20.0	1.0	6	46.4
0.847	0.788	10.0	2.0	0	50.2
0.475	0.821	32.0	1.0	4	77.6
0.191	0.111	10.0	2.0	4	100.0
0.64	0.758	22.0	2.0	2	137.0
0.967	0.758	16.0	1.0	12	142.6
0.241	0.738	31.0	2.0	8	144.0
0.191	0.687	35.0	2.0	5	161.4
0.916	0.225	28.0	2.0	10	180.8
0.49	0.848	35.0	2.0	7	236.0
0.191	0.687	21.0	2.0	7	265.2
