p_c	p_m	N	c_0	Step_Found	VALUE
0.932	0.066	24.0	2.0	12	39.4
0.844	0.167	14.0	2.0	0	66.8
0.888	0.361	11.0	1.0	4	69.6
0.932	0.619	24.0	2.0	2	75.4
0.262	0.139	8.0	1.0	16	99.4
0.477	0.292	26.0	1.0	14	129.6
0.351	0.452	44.0	1.0	13	133.8
0.442	0.912	39.0	2.0	1	158.2
0.351	0.332	46.0	1.0	3	181.2
0.932	0.292	24.0	2.0	8	200.6
0.509	0.044	36.0	2.0	4	209.4
0.541	0.027	46.0	2.0	11	422.0
