p_c	p_m	N	c_0	Step_Found	VALUE
0.391	0.275	15.0	1.0	7	23.4
0.576	0.319	35.0	2.0	11	37.4
0.162	0.641	50.0	1.0	12	38.8
0.093	0.28	13.0	1.0	2	48.8
0.162	0.696	15.0	1.0	0	52.6
0.86	0.256	35.0	1.0	6	54.2
0.391	0.285	15.0	1.0	10	62.0
0.162	0.536	15.0	1.0	8	82.4
0.162	0.641	38.0	1.0	8	109.0
0.69	0.538	35.0	2.0	13	127.0
0.392	0.118	9.0	1.0	7	149.8
0.576	0.719	35.0	2.0	10	155.8
0.785	0.538	25.0	2.0	0	235.8
0.851	0.606	30.0	2.0	8	266.4
0.132	0.719	5.0	2.0	8	314.4
