p_c	p_m	N	c_0	Step_Found	VALUE
0.44	0.817	12.0	1.0	13	22.8
0.003	0.13	40.0	1.0	8	25.4
0.466	0.037	47.0	1.0	11	40.6
0.875	0.713	14.0	1.0	11	54.8
0.358	0.867	41.0	1.0	13	64.8
0.44	0.817	8.0	1.0	3	66.4
0.702	0.822	5.0	1.0	4	75.6
0.38	0.168	40.0	2.0	1	82.2
0.44	0.317	8.0	1.0	1	83.8
0.189	0.462	29.0	1.0	1	128.2
0.193	0.232	33.0	1.0	7	148.6
0.44	0.817	14.0	1.0	8	167.2
0.255	0.93	39.0	1.0	8	255.8
0.143	0.462	39.0	1.0	11	289.8
0.104	0.58	39.0	1.0	11	328.6
