alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.057	8.438	0.258	59.0	18.0	470.0	1.0	1.0	6	0.0195658
2.057	6.287	0.258	66.0	23.0	470.0	0.0	1.0	6	0.030232799999999997
2.057	8.438	0.258	66.0	18.0	470.0	0.0	1.0	3	0.030773199999999994
1.311	3.29	0.89	72.0	16.0	480.0	3.0	0.0	7	0.0333966
1.311	8.77	0.442	40.0	16.0	489.0	1.0	1.0	5	0.033746200000000004
1.311	3.29	0.89	72.0	16.0	480.0	1.0	0.0	3	0.0653302
2.057	6.446	0.711	66.0	15.0	470.0	0.0	1.0	7	0.0764228
2.823	5.159	0.965	67.0	25.0	535.0	2.0	1.0	4	0.125255
1.311	3.29	0.454	72.0	16.0	489.0	1.0	1.0	1	0.129198
4.939	8.005	0.52	39.0	26.0	27.0	0.0	1.0	5	0.1361332
5.844	2.533	0.765	62.0	23.0	167.0	0.0	1.0	5	0.1502496
1.311	3.29	0.442	40.0	16.0	489.0	1.0	1.0	3	0.19103940000000003
2.057	6.287	0.258	66.0	18.0	470.0	0.0	1.0	4	0.22271139999999998
1.311	3.29	0.606	72.0	16.0	480.0	1.0	0.0	0	0.22476320000000002
6.171	6.379	0.371	57.0	37.0	23.0	1.0	0.0	1	0.25803940000000003
3.911	8.005	0.52	39.0	26.0	27.0	0.0	1.0	3	0.26180760000000003
1.311	5.9	0.606	72.0	16.0	480.0	1.0	0.0	5	0.26884739999999996
5.224	8.005	0.52	97.0	26.0	650.0	3.0	1.0	4	0.275568
4.386	9.628	0.161	62.0	23.0	317.0	0.0	1.0	1	0.3164638
4.386	9.628	0.161	70.0	23.0	643.0	1.0	0.0	7	0.3253362
7.075	7.912	0.738	9.0	19.0	117.0	2.0	1.0	3	0.3364008
2.01	6.404	0.713	20.0	36.0	192.0	2.0	1.0	1	0.35886019999999996
2.01	6.404	0.713	20.0	36.0	192.0	1.0	0.0	5	0.36093260000000005
4.386	9.628	0.161	62.0	23.0	349.0	1.0	1.0	0	0.3886898
3.19	4.184	0.765	62.0	25.0	167.0	1.0	1.0	6	0.47356040000000005
