alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.859	3.563	0.644	88.0	14.0	45.0	3.0	1.0	2	-0.0
4.386	9.628	0.161	62.0	23.0	484.0	0.0	1.0	1	0.0415176
3.859	3.563	0.855	88.0	14.0	45.0	3.0	1.0	3	0.053661400000000005
2.01	9.492	0.94	92.0	36.0	734.0	1.0	1.0	5	0.0728134
9.244	3.075	0.826	28.0	20.0	32.0	3.0	1.0	1	0.10975919999999999
2.01	6.404	0.684	57.0	32.0	49.0	0.0	0.0	7	0.1212928
4.563	8.005	0.673	80.0	26.0	57.0	0.0	1.0	2	0.13706279999999998
4.563	8.005	0.673	44.0	26.0	57.0	0.0	1.0	1	0.1992972
4.563	2.365	0.673	47.0	26.0	697.0	3.0	1.0	7	0.227307
4.386	9.118	0.161	47.0	40.0	484.0	0.0	1.0	6	0.23854920000000002
2.929	9.628	0.161	62.0	23.0	484.0	3.0	1.0	7	0.24358819999999998
2.929	9.628	0.161	62.0	23.0	484.0	0.0	1.0	6	0.2468156
2.01	6.404	0.899	92.0	36.0	192.0	2.0	1.0	2	0.26323799999999997
2.823	3.883	0.447	52.0	46.0	219.0	3.0	0.0	5	0.2800392
9.244	3.075	0.826	28.0	20.0	32.0	1.0	1.0	6	0.2814388
4.386	9.628	0.161	62.0	35.0	484.0	0.0	1.0	2	0.332912
5.404	8.005	0.673	44.0	26.0	57.0	0.0	1.0	5	0.34981619999999997
3.859	6.166	0.644	41.0	14.0	45.0	0.0	1.0	7	0.3555178
3.443	5.028	0.447	81.0	46.0	99.0	1.0	1.0	2	0.3642852
5.727	4.52	0.872	93.0	28.0	163.0	2.0	1.0	1	0.3797802
7.691	8.005	0.936	78.0	26.0	57.0	1.0	1.0	4	0.4005686
6.612	9.988	0.969	76.0	33.0	273.0	0.0	1.0	3	0.4268734
1.623	8.086	0.144	97.0	41.0	163.0	1.0	0.0	6	0.49708220000000003
9.244	3.47	0.826	28.0	20.0	32.0	1.0	1.0	7	0.5026296
5.321	9.988	0.969	76.0	33.0	273.0	0.0	1.0	7	0.667634
