alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
4.386	9.628	0.161	62.0	23.0	349.0	1.0	1.0	0	-0.0
1.623	6.907	0.244	97.0	41.0	233.0	1.0	0.0	0	-0.0
2.01	7.341	0.875	20.0	36.0	251.0	2.0	0.0	6	-0.0
6.171	8.315	0.609	22.0	37.0	23.0	0.0	1.0	5	-0.0
7.974	2.033	0.585	77.0	18.0	4.0	1.0	0.0	6	0.0044338
3.911	5.918	0.52	78.0	26.0	57.0	0.0	1.0	1	0.0219106
1.195	8.438	0.232	44.0	33.0	81.0	0.0	1.0	4	0.0261762
1.414	8.887	0.918	94.0	9.0	591.0	0.0	0.0	6	0.0330938
6.171	7.495	0.371	57.0	37.0	23.0	1.0	1.0	4	0.0460642
3.911	5.918	0.52	78.0	26.0	57.0	2.0	1.0	3	0.06432059999999999
3.911	5.918	0.52	28.0	26.0	57.0	0.0	1.0	4	0.08312
7.974	2.033	0.441	41.0	18.0	476.0	1.0	0.0	1	0.09008479999999999
3.257	9.628	0.161	35.0	23.0	293.0	3.0	1.0	6	0.0928738
3.859	7.028	0.102	88.0	14.0	423.0	3.0	1.0	1	0.09913780000000001
9.387	8.438	0.882	66.0	33.0	81.0	0.0	1.0	3	0.14382520000000001
9.216	8.005	0.52	78.0	26.0	57.0	3.0	1.0	4	0.1775036
4.877	8.438	0.969	34.0	33.0	81.0	3.0	0.0	2	0.183234
2.823	5.416	0.447	81.0	46.0	535.0	1.0	1.0	4	0.1874306
3.911	5.918	0.52	78.0	26.0	57.0	3.0	1.0	7	0.1897786
1.414	8.887	0.918	94.0	9.0	591.0	3.0	0.0	4	0.21328299999999997
2.01	6.404	0.686	20.0	36.0	192.0	2.0	1.0	0	0.2341406
9.216	1.334	0.52	78.0	26.0	57.0	3.0	1.0	6	0.2632822
6.171	8.315	0.371	57.0	37.0	23.0	1.0	0.0	3	0.3137874
4.386	9.628	0.161	53.0	23.0	349.0	1.0	1.0	7	0.3849994
6.171	2.393	0.609	22.0	37.0	23.0	0.0	1.0	7	0.4481904
