alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.811	7.116	0.687	67.0	26.0	57.0	0.0	1.0	6	-0.0
1.955	5.684	0.102	43.0	41.0	552.0	3.0	1.0	7	-0.0
1.871	7.814	0.352	87.0	24.0	604.0	3.0	1.0	5	0.013958799999999999
3.811	7.116	0.339	67.0	26.0	57.0	0.0	1.0	7	0.05568979999999999
1.311	3.29	0.314	72.0	16.0	480.0	1.0	0.0	2	0.060399999999999995
1.955	3.454	0.102	43.0	41.0	552.0	3.0	1.0	4	0.08547439999999999
1.252	2.831	0.557	62.0	23.0	349.0	1.0	1.0	7	0.10581460000000001
3.701	7.703	0.827	75.0	36.0	81.0	2.0	1.0	5	0.111797
1.871	7.814	0.352	58.0	24.0	327.0	3.0	0.0	7	0.1121424
3.911	8.005	0.52	78.0	26.0	57.0	1.0	1.0	2	0.1215622
4.386	9.628	0.161	62.0	23.0	349.0	1.0	1.0	0	0.1311166
1.871	7.814	0.947	87.0	24.0	604.0	3.0	1.0	6	0.1450768
9.618	8.766	0.939	9.0	36.0	192.0	2.0	1.0	2	0.1459432
4.386	9.165	0.161	62.0	23.0	349.0	1.0	1.0	1	0.1473304
1.871	9.81	0.966	87.0	24.0	604.0	1.0	1.0	6	0.1565258
1.871	7.814	0.289	87.0	24.0	604.0	1.0	1.0	3	0.184467
9.448	8.976	0.7	78.0	23.0	58.0	0.0	0.0	7	0.1915858
9.448	8.976	0.7	78.0	26.0	57.0	0.0	0.0	5	0.1997628
5.562	6.291	0.156	76.0	22.0	61.0	3.0	1.0	3	0.21452780000000002
1.252	2.831	0.729	62.0	23.0	349.0	1.0	1.0	6	0.2399918
3.859	3.454	0.102	43.0	41.0	552.0	3.0	1.0	2	0.31245259999999997
3.701	8.438	0.827	75.0	36.0	81.0	2.0	1.0	4	0.33976
1.871	7.814	0.947	87.0	24.0	197.0	3.0	1.0	7	0.3427444
3.401	7.116	0.52	67.0	26.0	57.0	0.0	1.0	4	0.45965639999999997
9.618	8.766	0.45	9.0	36.0	527.0	2.0	1.0	7	0.6962683999999999
