alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.514	3.298	0.606	72.0	16.0	480.0	0.0	0.0	6	-0.0
9.363	8.005	0.52	78.0	26.0	57.0	2.0	1.0	2	0.0061558
3.911	3.61	0.52	78.0	26.0	57.0	0.0	1.0	2	0.0534346
3.911	3.54	0.52	78.0	27.0	57.0	0.0	1.0	5	0.0547744
3.911	3.54	0.52	78.0	26.0	57.0	0.0	1.0	4	0.0604884
1.311	3.298	0.606	72.0	16.0	480.0	0.0	0.0	2	0.0852502
1.311	3.29	0.606	72.0	16.0	480.0	0.0	0.0	3	0.10181120000000002
3.96	8.958	0.969	66.0	33.0	83.0	0.0	1.0	6	0.1330096
3.911	8.005	0.52	78.0	26.0	57.0	2.0	1.0	1	0.138102
3.911	3.54	0.52	84.0	26.0	251.0	0.0	1.0	7	0.14316199999999998
3.911	8.005	0.496	78.0	26.0	57.0	2.0	1.0	4	0.15718680000000002
3.911	8.005	0.496	78.0	26.0	713.0	2.0	1.0	7	0.157974
4.386	9.628	0.161	94.0	19.0	138.0	3.0	1.0	7	0.15946159999999998
3.911	8.005	0.52	78.0	38.0	57.0	0.0	1.0	4	0.16570680000000002
4.386	9.628	0.161	91.0	19.0	138.0	3.0	1.0	6	0.1714812
4.288	7.421	0.738	9.0	30.0	117.0	2.0	1.0	1	0.175223
3.96	8.958	0.969	66.0	45.0	81.0	0.0	1.0	5	0.1804316
1.311	3.298	0.606	72.0	16.0	480.0	2.0	0.0	4	0.21889019999999998
3.96	8.958	0.969	66.0	33.0	81.0	0.0	1.0	3	0.2308046
1.311	3.298	0.606	72.0	16.0	480.0	1.0	0.0	1	0.260207
3.911	8.005	0.496	78.0	26.0	57.0	0.0	1.0	5	0.2922216
9.363	8.005	0.52	78.0	26.0	57.0	1.0	1.0	7	0.2932864
4.386	9.628	0.161	62.0	19.0	138.0	3.0	1.0	4	0.33024319999999996
3.859	9.715	0.102	88.0	14.0	423.0	2.0	1.0	2	0.348592
6.612	4.007	0.969	74.0	33.0	81.0	0.0	1.0	4	0.3693074
