alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.01	6.404	0.686	94.0	31.0	117.0	2.0	0.0	3	0.0065439999999999995
1.623	2.602	0.244	41.0	41.0	233.0	2.0	1.0	3	0.0736608
1.623	7.258	0.349	41.0	32.0	233.0	2.0	1.0	5	0.09785999999999999
2.01	4.426	0.686	72.0	31.0	117.0	2.0	1.0	7	0.1050956
3.911	6.113	0.52	78.0	26.0	57.0	1.0	1.0	7	0.1111078
1.311	3.29	0.606	72.0	16.0	480.0	1.0	0.0	0	0.1384592
2.01	5.161	0.686	72.0	48.0	225.0	2.0	1.0	7	0.1435556
1.623	2.602	0.562	41.0	41.0	233.0	0.0	1.0	2	0.145828
2.823	5.416	0.379	17.0	46.0	535.0	1.0	0.0	2	0.14920039999999998
6.612	8.438	0.969	66.0	36.0	81.0	0.0	1.0	2	0.1494058
3.911	5.157	0.52	78.0	26.0	57.0	1.0	1.0	3	0.16727699999999998
2.01	7.493	0.686	72.0	48.0	707.0	0.0	1.0	5	0.1989084
2.01	7.493	0.686	72.0	48.0	707.0	2.0	1.0	4	0.2286734
2.01	6.404	0.686	72.0	31.0	117.0	2.0	1.0	1	0.26364920000000003
1.311	9.062	0.634	72.0	16.0	480.0	1.0	1.0	2	0.2749798
3.578	8.005	0.419	78.0	13.0	437.0	1.0	1.0	7	0.2766354
1.623	2.602	0.244	41.0	41.0	490.0	2.0	1.0	7	0.2962374
3.911	8.005	0.419	78.0	13.0	326.0	1.0	1.0	3	0.38516999999999996
3.911	8.005	0.419	78.0	14.0	579.0	1.0	1.0	2	0.40283680000000005
7.53	1.075	0.98	87.0	24.0	679.0	1.0	1.0	5	0.5315993999999999
3.446	5.802	0.792	50.0	12.0	382.0	3.0	0.0	0	0.5681176
8.459	5.802	0.503	78.0	12.0	382.0	0.0	0.0	6	0.569186
1.311	3.29	0.606	72.0	6.0	480.0	1.0	0.0	5	0.5772588
7.974	2.033	0.581	41.0	18.0	476.0	1.0	0.0	0	0.5997185999999999
2.01	5.161	0.686	72.0	48.0	225.0	2.0	0.0	6	0.6056226
