alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.01	9.79	0.531	72.0	27.0	192.0	2.0	1.0	5	0.0013088000000000002
4.386	9.628	0.161	72.0	23.0	349.0	0.0	1.0	1	0.026728400000000003
3.22	5.416	0.447	81.0	46.0	66.0	1.0	0.0	2	0.030541600000000002
1.403	5.011	0.533	72.0	27.0	717.0	3.0	1.0	6	0.0367454
3.22	5.416	0.447	81.0	46.0	66.0	0.0	0.0	5	0.0422046
2.01	8.418	0.531	72.0	35.0	192.0	0.0	1.0	5	0.053990399999999994
2.01	9.79	0.531	72.0	18.0	192.0	2.0	1.0	6	0.0676504
2.01	9.79	0.531	72.0	27.0	192.0	1.0	1.0	7	0.0724362
3.859	2.284	0.102	97.0	25.0	513.0	0.0	1.0	6	0.0867454
8.189	8.187	0.228	97.0	34.0	312.0	3.0	0.0	6	0.11807159999999998
4.173	8.187	0.228	76.0	34.0	312.0	3.0	0.0	2	0.11997139999999999
3.911	8.005	0.52	67.0	16.0	118.0	0.0	1.0	2	0.126547
3.859	9.412	0.102	97.0	25.0	701.0	0.0	1.0	4	0.12961640000000002
3.22	5.416	0.447	61.0	21.0	132.0	0.0	1.0	7	0.15572919999999998
4.386	7.77	0.911	72.0	23.0	200.0	0.0	0.0	3	0.1625362
1.403	5.661	0.174	62.0	27.0	717.0	3.0	1.0	7	0.17641
2.01	9.79	0.531	72.0	18.0	713.0	2.0	1.0	7	0.2126908
3.911	4.313	0.52	50.0	26.0	377.0	2.0	1.0	6	0.2188628
3.859	3.938	0.102	97.0	25.0	513.0	0.0	1.0	5	0.2327938
4.173	8.187	0.228	76.0	34.0	237.0	3.0	0.0	3	0.2483008
3.42	2.033	0.581	82.0	18.0	558.0	2.0	0.0	6	0.252168
3.911	8.005	0.52	78.0	26.0	57.0	0.0	1.0	0	0.2629652
2.01	5.106	0.531	72.0	35.0	192.0	2.0	1.0	4	0.3297256
7.887	2.033	0.581	82.0	18.0	558.0	2.0	0.0	2	0.43634760000000006
3.911	4.313	0.52	19.0	26.0	377.0	0.0	1.0	5	0.5564196
