alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.859	4.809	0.869	73.0	21.0	423.0	3.0	1.0	7	-0.0
3.911	7.579	0.125	78.0	26.0	57.0	0.0	1.0	4	0.013725399999999999
3.134	8.81	0.451	72.0	26.0	105.0	2.0	1.0	7	0.0415082
2.01	6.404	0.686	35.0	16.0	192.0	2.0	1.0	5	0.06633259999999999
5.645	7.931	0.438	47.0	38.0	249.0	2.0	1.0	5	0.08610019999999999
3.911	8.935	0.52	59.0	31.0	120.0	2.0	1.0	4	0.09123780000000001
9.041	1.066	0.17	88.0	14.0	423.0	3.0	1.0	5	0.09404380000000001
3.911	7.579	0.52	78.0	26.0	57.0	0.0	1.0	2	0.1111154
3.911	7.579	0.125	78.0	26.0	57.0	2.0	1.0	7	0.11616200000000002
3.859	9.464	0.102	88.0	14.0	423.0	3.0	1.0	3	0.132609
5.562	6.291	0.228	89.0	22.0	557.0	3.0	0.0	2	0.15077
3.859	9.464	0.102	65.0	14.0	423.0	3.0	1.0	6	0.1624868
3.911	7.579	0.551	19.0	26.0	57.0	0.0	1.0	7	0.17922580000000005
3.911	7.579	0.551	78.0	26.0	57.0	0.0	1.0	6	0.19466840000000002
3.859	1.066	0.102	88.0	14.0	423.0	3.0	1.0	0	0.2049962
8.45	9.44	0.345	89.0	16.0	149.0	1.0	1.0	6	0.20600559999999998
4.386	9.628	0.161	62.0	23.0	349.0	1.0	1.0	0	0.21149239999999997
3.911	8.935	0.6	59.0	39.0	120.0	1.0	1.0	7	0.2312128
3.911	2.364	0.52	85.0	38.0	120.0	0.0	1.0	3	0.2695882
3.911	7.579	0.125	72.0	26.0	57.0	2.0	1.0	5	0.2817456
7.559	6.404	0.686	91.0	36.0	685.0	2.0	1.0	2	0.29758019999999996
6.174	6.291	0.228	24.0	26.0	131.0	3.0	1.0	3	0.332998
3.446	7.239	0.411	36.0	12.0	382.0	3.0	0.0	2	0.3596554
7.075	7.421	0.738	9.0	30.0	379.0	2.0	1.0	1	0.4845938
6.612	8.438	0.969	23.0	33.0	81.0	0.0	1.0	1	0.5676276
