alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.859	1.787	0.102	88.0	14.0	94.0	3.0	1.0	2	0.0628232
3.911	1.116	0.52	78.0	26.0	57.0	0.0	1.0	3	0.0794488
3.911	1.116	0.872	78.0	26.0	57.0	0.0	1.0	7	0.0812398
8.741	8.438	0.969	66.0	33.0	81.0	0.0	1.0	3	0.1134126
2.096	3.542	0.686	15.0	39.0	93.0	0.0	0.0	1	0.11713080000000001
2.191	1.172	0.102	88.0	14.0	596.0	3.0	1.0	6	0.1226922
3.911	1.116	0.52	44.0	26.0	57.0	0.0	1.0	4	0.1327994
3.911	8.005	0.52	78.0	26.0	57.0	0.0	1.0	0	0.13429259999999998
4.266	6.907	0.58	97.0	20.0	233.0	2.0	0.0	6	0.1447058
1.311	3.29	0.466	72.0	16.0	480.0	1.0	0.0	1	0.1521464
3.911	8.005	0.326	78.0	41.0	57.0	0.0	1.0	2	0.1696578
4.266	6.907	0.58	97.0	20.0	233.0	1.0	0.0	2	0.174612
2.01	6.404	0.658	82.0	42.0	413.0	2.0	1.0	3	0.20872980000000002
7.077	8.438	0.969	66.0	33.0	81.0	0.0	1.0	6	0.256289
4.386	1.753	0.161	62.0	23.0	349.0	1.0	1.0	1	0.262225
3.859	1.787	0.102	88.0	14.0	50.0	3.0	1.0	7	0.27060660000000003
3.446	5.802	0.792	50.0	12.0	382.0	3.0	0.0	0	0.2737958
3.911	8.005	0.52	78.0	26.0	70.0	0.0	1.0	2	0.2766134
3.463	1.753	0.161	62.0	23.0	349.0	1.0	1.0	3	0.2813036
1.311	3.29	0.718	63.0	38.0	480.0	2.0	0.0	6	0.35474300000000003
4.266	6.907	0.58	97.0	20.0	16.0	1.0	0.0	3	0.396981
3.859	6.361	0.36	88.0	14.0	94.0	3.0	0.0	6	0.44699279999999997
1.311	3.29	0.621	63.0	38.0	480.0	2.0	0.0	7	0.4633482000000001
3.859	5.86	0.102	88.0	44.0	596.0	3.0	1.0	5	0.5592898
3.859	5.86	0.102	99.0	14.0	588.0	1.0	1.0	4	0.5643036
