alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
5.891	9.628	0.161	62.0	23.0	349.0	2.0	1.0	2	0.0027526
2.823	5.416	0.447	81.0	46.0	535.0	1.0	0.0	0	0.0067942
4.14	1.133	0.161	62.0	7.0	224.0	2.0	1.0	4	0.0233498
5.969	8.005	0.52	75.0	7.0	534.0	3.0	1.0	7	0.043608999999999995
2.823	5.416	0.447	81.0	35.0	535.0	1.0	0.0	3	0.057378799999999994
3.39	8.005	0.52	84.0	26.0	57.0	0.0	1.0	2	0.06526439999999999
7.075	2.027	0.738	36.0	30.0	117.0	2.0	1.0	6	0.0661158
3.911	8.005	0.52	78.0	26.0	318.0	0.0	1.0	3	0.0720112
5.969	8.005	0.52	78.0	26.0	142.0	0.0	1.0	4	0.07660700000000001
5.969	8.005	0.52	78.0	26.0	209.0	0.0	1.0	5	0.0977818
3.859	6.889	0.102	54.0	17.0	78.0	1.0	1.0	3	0.10090779999999999
5.969	8.005	0.52	86.0	26.0	57.0	0.0	1.0	5	0.1476684
5.038	9.399	0.48	81.0	45.0	242.0	3.0	0.0	3	0.150979
6.894	8.005	0.73	86.0	26.0	713.0	0.0	1.0	6	0.169159
2.823	5.416	0.447	81.0	26.0	535.0	1.0	0.0	5	0.17396620000000002
5.969	8.005	0.52	75.0	26.0	142.0	0.0	1.0	6	0.18226740000000002
4.386	9.628	0.161	62.0	23.0	224.0	1.0	1.0	2	0.2004472
3.859	6.889	0.102	15.0	17.0	78.0	1.0	1.0	5	0.2007874
5.969	8.005	0.52	78.0	26.0	57.0	0.0	1.0	2	0.22955300000000003
3.39	8.005	0.94	84.0	26.0	57.0	0.0	1.0	7	0.2325014
1.179	8.849	0.969	66.0	46.0	577.0	0.0	1.0	2	0.2833468
6.612	8.438	0.383	66.0	33.0	538.0	2.0	1.0	2	0.290578
5.605	8.005	0.776	78.0	16.0	318.0	0.0	1.0	4	0.2944646
6.171	9.08	0.371	64.0	11.0	23.0	1.0	1.0	3	0.29829859999999997
5.038	9.399	0.48	81.0	10.0	242.0	3.0	0.0	5	0.6511448000000001
