alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
6.171	7.495	0.371	67.0	37.0	23.0	1.0	0.0	1	-0.0
3.859	1.175	0.102	88.0	14.0	423.0	3.0	1.0	3	0.0061558
1.311	5.798	0.606	72.0	9.0	480.0	1.0	0.0	2	0.0329278
1.311	3.29	0.606	72.0	16.0	162.0	1.0	0.0	6	0.0508162
2.823	5.416	0.447	81.0	29.0	535.0	1.0	1.0	1	0.052028399999999995
1.623	1.387	0.244	97.0	40.0	233.0	1.0	0.0	5	0.05856399999999999
1.311	3.29	0.606	81.0	16.0	354.0	2.0	1.0	7	0.06005519999999999
8.744	4.76	0.371	63.0	37.0	23.0	1.0	1.0	6	0.0808766
8.528	8.438	0.969	66.0	33.0	81.0	0.0	1.0	3	0.10611440000000001
5.739	1.175	0.102	88.0	14.0	423.0	2.0	1.0	7	0.112466
1.311	3.29	0.606	81.0	16.0	421.0	2.0	1.0	5	0.124323
3.859	1.066	0.606	88.0	14.0	68.0	3.0	0.0	4	0.16312600000000002
1.311	3.29	0.606	99.0	16.0	421.0	2.0	1.0	6	0.1662042
2.823	3.082	0.323	37.0	17.0	227.0	1.0	1.0	3	0.17324219999999999
2.62	4.136	0.451	41.0	49.0	149.0	1.0	1.0	4	0.1899224
2.823	5.228	0.323	56.0	24.0	56.0	1.0	1.0	5	0.201445
2.823	4.871	0.447	81.0	33.0	19.0	1.0	0.0	3	0.2116272
1.311	3.29	0.606	72.0	16.0	480.0	2.0	1.0	3	0.21338660000000004
5.607	7.495	0.371	67.0	37.0	23.0	1.0	1.0	5	0.2232686
2.823	3.082	0.323	37.0	17.0	56.0	1.0	1.0	4	0.22814839999999997
2.823	5.228	0.323	56.0	24.0	458.0	2.0	1.0	7	0.23633259999999998
1.233	3.29	0.606	99.0	16.0	511.0	2.0	1.0	6	0.24209519999999998
2.745	2.658	0.381	76.0	15.0	11.0	0.0	1.0	6	0.2927686
6.171	4.76	0.371	63.0	37.0	23.0	1.0	1.0	2	0.29846880000000003
2.823	3.082	0.323	37.0	17.0	126.0	1.0	1.0	6	0.383836
