alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
9.528	9.201	0.918	94.0	9.0	591.0	2.0	0.0	1	-0.0
9.496	8.005	0.318	78.0	26.0	57.0	0.0	1.0	4	0.0014002
3.446	5.802	0.638	50.0	44.0	382.0	3.0	0.0	4	0.0061558
1.311	3.29	0.606	72.0	16.0	480.0	1.0	0.0	0	0.0061558
2.823	9.778	0.447	81.0	46.0	100.0	1.0	0.0	2	0.0137164
1.914	9.265	0.289	85.0	24.0	432.0	0.0	1.0	4	0.013725399999999999
6.451	6.068	0.371	57.0	36.0	23.0	1.0	0.0	5	0.0403968
3.911	7.75	0.851	79.0	15.0	596.0	0.0	0.0	3	0.0461892
2.823	9.279	0.136	81.0	39.0	228.0	3.0	1.0	7	0.052849999999999994
1.311	3.29	0.606	93.0	16.0	480.0	1.0	0.0	6	0.074168
6.171	6.068	0.371	57.0	36.0	23.0	1.0	0.0	3	0.0767176
6.946	6.068	0.371	57.0	36.0	23.0	1.0	0.0	7	0.07944500000000002
2.513	7.75	0.203	79.0	22.0	596.0	0.0	1.0	7	0.080953
9.496	7.05	0.951	78.0	36.0	622.0	0.0	1.0	7	0.08482920000000001
8.231	6.068	0.994	57.0	42.0	23.0	0.0	0.0	4	0.0864796
2.823	2.686	0.447	81.0	39.0	100.0	1.0	1.0	3	0.10155180000000001
3.911	8.005	0.52	78.0	9.0	57.0	0.0	1.0	7	0.1062144
4.386	9.628	0.624	68.0	12.0	349.0	1.0	1.0	2	0.1163168
3.974	5.66	0.75	60.0	32.0	197.0	3.0	1.0	6	0.11817839999999999
1.311	3.29	0.606	69.0	16.0	480.0	1.0	0.0	5	0.122891
3.446	5.802	0.792	50.0	44.0	382.0	3.0	0.0	3	0.131849
2.823	2.686	0.447	99.0	31.0	100.0	1.0	1.0	7	0.16228979999999998
3.911	7.75	0.203	79.0	15.0	596.0	0.0	1.0	5	0.22023859999999998
3.911	7.17	0.563	78.0	28.0	57.0	0.0	1.0	6	0.24494159999999998
1.641	3.29	0.606	65.0	28.0	480.0	2.0	0.0	7	0.29967
