alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.291	6.094	0.16	72.0	16.0	690.0	1.0	0.0	7	-0.0
2.01	6.404	0.686	79.0	36.0	192.0	2.0	1.0	1	0.0359406
8.606	7.495	0.491	57.0	38.0	23.0	3.0	0.0	6	0.046949199999999996
1.365	7.805	0.944	71.0	12.0	448.0	3.0	0.0	1	0.0564938
3.911	6.269	0.52	51.0	26.0	436.0	2.0	1.0	7	0.065263
4.386	9.628	0.161	62.0	23.0	349.0	0.0	1.0	5	0.0704396
1.365	7.805	0.253	71.0	12.0	448.0	3.0	0.0	3	0.0778532
8.387	8.131	0.161	62.0	23.0	349.0	2.0	0.0	7	0.087047
6.171	7.495	0.371	57.0	18.0	23.0	1.0	0.0	1	0.0905258
8.606	7.495	0.491	57.0	38.0	23.0	3.0	1.0	4	0.10447300000000001
3.911	8.005	0.52	78.0	26.0	57.0	0.0	1.0	0	0.1240798
8.781	5.131	0.521	59.0	23.0	349.0	1.0	1.0	7	0.1250768
3.911	4.832	0.52	78.0	26.0	67.0	0.0	1.0	7	0.1354148
3.911	4.832	0.52	78.0	26.0	57.0	0.0	1.0	4	0.14284780000000002
4.386	9.628	0.161	62.0	23.0	349.0	1.0	1.0	0	0.145553
3.911	8.005	0.52	78.0	14.0	57.0	0.0	1.0	3	0.17764180000000002
3.911	5.254	0.52	78.0	14.0	57.0	0.0	1.0	4	0.214609
9.55	2.587	0.662	60.0	32.0	47.0	0.0	0.0	2	0.2154594
3.911	6.269	0.155	27.0	26.0	570.0	2.0	1.0	6	0.2222324
2.01	6.404	0.686	20.0	36.0	192.0	2.0	1.0	0	0.2240762
3.911	6.269	0.52	27.0	26.0	436.0	2.0	1.0	5	0.2506714
3.042	8.005	0.52	78.0	26.0	57.0	0.0	1.0	2	0.2563336
4.386	9.628	0.161	62.0	23.0	349.0	2.0	1.0	3	0.2603802
2.01	6.404	0.686	79.0	36.0	192.0	3.0	1.0	7	0.27132259999999997
2.291	4.67	0.606	72.0	16.0	295.0	1.0	0.0	3	0.32277480000000003
