alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.911	8.005	0.814	78.0	21.0	137.0	0.0	1.0	5	-0.0
6.612	8.438	0.969	66.0	37.0	81.0	0.0	0.0	6	-0.0
1.82	5.802	0.792	50.0	12.0	316.0	0.0	0.0	5	0.0067942
2.904	5.21	0.428	77.0	9.0	591.0	3.0	1.0	1	0.011391000000000002
6.612	8.438	0.969	66.0	13.0	81.0	0.0	0.0	3	0.014396999999999998
1.311	3.29	0.378	51.0	16.0	480.0	2.0	0.0	7	0.0373176
1.311	3.29	0.606	51.0	18.0	480.0	2.0	0.0	5	0.06058
6.171	3.357	0.371	91.0	7.0	23.0	0.0	1.0	4	0.08354
1.311	3.29	0.606	17.0	16.0	480.0	1.0	1.0	5	0.08756119999999999
5.562	6.291	0.228	76.0	24.0	557.0	2.0	1.0	5	0.09850640000000001
1.311	7.6	0.606	22.0	48.0	480.0	1.0	1.0	7	0.1015076
1.311	3.29	0.606	22.0	48.0	480.0	1.0	1.0	6	0.11366860000000001
6.612	8.438	0.969	66.0	33.0	81.0	0.0	0.0	1	0.12640959999999998
1.311	3.29	0.606	51.0	16.0	480.0	1.0	1.0	2	0.12973220000000002
8.64	2.587	0.662	60.0	39.0	726.0	0.0	0.0	2	0.13524260000000002
1.311	3.29	0.606	22.0	16.0	480.0	1.0	1.0	4	0.1374746
5.562	6.291	0.228	76.0	22.0	557.0	3.0	1.0	1	0.13904219999999998
3.911	8.005	0.814	78.0	32.0	57.0	0.0	1.0	5	0.17271999999999998
1.311	3.29	0.606	51.0	16.0	480.0	2.0	0.0	4	0.20264479999999999
6.612	8.438	0.969	81.0	33.0	81.0	0.0	0.0	5	0.22461199999999998
3.252	5.262	0.244	71.0	41.0	233.0	3.0	0.0	4	0.2779404
1.311	3.29	0.525	51.0	16.0	480.0	2.0	0.0	6	0.28078520000000007
6.612	8.438	0.188	43.0	33.0	81.0	0.0	1.0	4	0.3236276
3.911	6.34	0.52	78.0	26.0	441.0	0.0	1.0	6	0.36803359999999996
2.898	6.291	0.228	76.0	12.0	688.0	0.0	1.0	6	0.47815840000000004
