alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
4.482	7.956	0.969	66.0	32.0	32.0	0.0	1.0	6	-0.0
4.482	8.438	0.969	66.0	22.0	32.0	0.0	1.0	6	0.0365606
1.311	3.29	0.606	80.0	16.0	480.0	1.0	0.0	7	0.0419948
2.823	9.677	0.447	81.0	32.0	148.0	1.0	1.0	6	0.06773340000000001
3.911	6.603	0.848	78.0	26.0	57.0	0.0	1.0	7	0.070991
3.136	1.386	0.48	40.0	41.0	242.0	1.0	1.0	5	0.07307559999999999
4.482	8.438	0.969	66.0	33.0	32.0	0.0	1.0	4	0.0912212
1.325	9.288	0.219	93.0	49.0	349.0	1.0	1.0	7	0.1220834
2.823	9.677	0.447	81.0	32.0	535.0	1.0	1.0	5	0.129718
4.482	8.438	0.969	66.0	33.0	81.0	0.0	1.0	3	0.158546
3.911	8.005	0.792	78.0	26.0	57.0	0.0	1.0	5	0.16049839999999999
1.406	2.238	0.532	59.0	10.0	590.0	0.0	1.0	3	0.2004436
2.49	9.628	0.161	62.0	23.0	349.0	2.0	1.0	5	0.2163736
2.823	6.961	0.447	81.0	40.0	535.0	1.0	1.0	4	0.2220278
3.911	8.005	0.848	78.0	26.0	57.0	0.0	1.0	3	0.31120359999999997
1.406	2.238	0.213	51.0	10.0	590.0	0.0	1.0	5	0.32154699999999997
4.386	1.015	0.161	93.0	13.0	349.0	1.0	1.0	2	0.324681
7.75	8.438	0.329	66.0	33.0	81.0	0.0	1.0	5	0.3278206
4.482	1.268	0.278	66.0	32.0	32.0	2.0	1.0	7	0.3331224
7.75	8.438	0.969	66.0	33.0	81.0	0.0	1.0	1	0.3570392
1.623	1.465	0.244	65.0	29.0	224.0	0.0	1.0	5	0.40853400000000006
1.406	2.238	0.213	59.0	10.0	590.0	0.0	1.0	4	0.4473274
7.825	2.238	0.213	51.0	10.0	590.0	0.0	1.0	6	0.5135782000000001
1.311	3.29	0.606	72.0	16.0	480.0	1.0	0.0	0	0.532262
1.406	7.402	0.532	59.0	35.0	321.0	0.0	1.0	5	0.6753468
