alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
4.559	9.462	0.447	52.0	12.0	535.0	1.0	1.0	6	-0.0
2.823	5.416	0.447	52.0	46.0	535.0	1.0	1.0	4	-0.0
4.623	9.628	0.161	62.0	23.0	349.0	2.0	1.0	6	0.0013088000000000002
4.498	8.005	0.52	78.0	26.0	57.0	0.0	1.0	5	0.0054354
3.859	1.066	0.102	29.0	14.0	423.0	3.0	1.0	5	0.0588966
2.01	6.404	0.369	93.0	15.0	192.0	2.0	1.0	5	0.06403819999999999
7.599	8.005	0.858	78.0	26.0	57.0	0.0	1.0	6	0.0990816
3.911	8.005	0.858	78.0	26.0	57.0	0.0	1.0	4	0.1001578
4.386	9.628	0.161	62.0	23.0	349.0	2.0	1.0	5	0.10769619999999999
7.369	9.666	0.955	37.0	10.0	281.0	0.0	0.0	2	0.1356038
6.434	8.005	0.263	78.0	26.0	57.0	3.0	0.0	4	0.1363988
4.386	9.628	0.161	62.0	23.0	123.0	3.0	1.0	4	0.15203419999999998
4.386	9.628	0.627	62.0	45.0	123.0	0.0	1.0	7	0.1612886
4.386	9.628	0.627	62.0	23.0	123.0	0.0	1.0	5	0.20044079999999997
3.911	8.005	0.52	78.0	26.0	162.0	0.0	1.0	3	0.20220260000000004
4.559	9.462	0.447	52.0	46.0	535.0	1.0	1.0	5	0.2054808
3.911	8.005	0.587	78.0	26.0	162.0	0.0	1.0	4	0.2121188
4.498	8.005	0.52	78.0	26.0	57.0	3.0	1.0	7	0.2388246
6.612	9.381	0.969	66.0	33.0	81.0	3.0	1.0	4	0.241982
5.685	2.913	0.371	57.0	37.0	23.0	1.0	0.0	7	0.2506576
9.528	3.611	0.371	57.0	21.0	23.0	1.0	0.0	7	0.2523466
9.528	3.611	0.371	57.0	37.0	23.0	1.0	0.0	4	0.2808528
1.378	3.29	0.606	29.0	16.0	480.0	1.0	0.0	7	0.2947782
6.612	9.381	0.969	66.0	33.0	115.0	3.0	1.0	7	0.34327300000000005
9.528	3.611	0.776	57.0	37.0	23.0	1.0	0.0	6	0.43979080000000004
