alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.446	5.802	0.792	15.0	12.0	382.0	3.0	0.0	3	-0.0
1.311	5.623	0.606	64.0	16.0	480.0	1.0	1.0	5	0.0061558
6.171	7.803	0.371	57.0	37.0	23.0	1.0	0.0	1	0.0209492
1.311	5.623	0.328	35.0	16.0	733.0	1.0	0.0	6	0.0332298
4.386	9.628	0.161	77.0	39.0	745.0	1.0	1.0	5	0.0715802
6.263	6.603	0.603	62.0	23.0	291.0	3.0	1.0	4	0.0758756
4.386	9.628	0.161	77.0	23.0	349.0	2.0	1.0	5	0.09022159999999999
3.492	7.886	0.603	62.0	23.0	349.0	0.0	1.0	2	0.11372040000000001
6.612	8.438	0.531	22.0	23.0	81.0	0.0	1.0	4	0.11438679999999998
3.017	9.265	0.426	87.0	24.0	604.0	1.0	1.0	3	0.12431160000000001
1.311	5.623	0.606	48.0	16.0	480.0	2.0	1.0	3	0.140796
3.8	8.005	0.876	78.0	18.0	57.0	0.0	1.0	3	0.1459756
3.911	8.005	0.52	78.0	26.0	57.0	0.0	1.0	0	0.1685842
1.311	5.623	0.606	48.0	16.0	480.0	1.0	1.0	2	0.1822376
3.8	8.005	0.52	99.0	26.0	57.0	0.0	1.0	3	0.2176364
6.305	5.61	0.102	88.0	14.0	423.0	3.0	1.0	6	0.2294012
8.602	8.005	0.52	99.0	26.0	57.0	0.0	1.0	6	0.25847239999999994
3.911	8.005	0.52	78.0	26.0	57.0	2.0	1.0	3	0.2817054
6.171	7.803	0.372	57.0	37.0	23.0	1.0	0.0	3	0.284771
3.859	5.61	0.102	88.0	14.0	423.0	3.0	1.0	4	0.2881886
3.911	8.005	0.52	78.0	46.0	57.0	0.0	1.0	6	0.3029334
6.538	9.628	0.161	77.0	23.0	349.0	2.0	1.0	7	0.3061056
9.932	7.623	0.573	42.0	24.0	604.0	1.0	1.0	5	0.34308520000000003
3.911	8.005	0.52	78.0	24.0	104.0	1.0	1.0	4	0.3702062
1.311	5.623	0.606	48.0	13.0	480.0	1.0	1.0	7	0.3772182
