alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.311	3.29	0.606	72.0	16.0	466.0	1.0	0.0	4	-0.0
4.243	7.335	0.52	78.0	49.0	44.0	1.0	1.0	5	-0.0
1.311	4.042	0.606	72.0	16.0	466.0	1.0	0.0	7	0.027683999999999997
6.644	4.553	0.365	88.0	27.0	164.0	3.0	1.0	6	0.045474
1.623	4.319	0.244	97.0	41.0	233.0	0.0	0.0	6	0.055833999999999995
8.374	4.556	0.52	78.0	26.0	57.0	2.0	1.0	2	0.07874020000000001
6.674	5.06	0.52	70.0	49.0	141.0	1.0	1.0	6	0.10023979999999999
3.109	6.058	0.52	78.0	26.0	259.0	0.0	1.0	5	0.10273879999999999
4.243	5.06	0.52	87.0	42.0	44.0	3.0	1.0	7	0.1208852
5.727	4.52	0.872	34.0	28.0	163.0	2.0	1.0	0	0.1247412
3.859	5.781	0.102	88.0	14.0	423.0	2.0	1.0	1	0.12610680000000002
2.01	5.745	0.686	20.0	36.0	192.0	2.0	1.0	1	0.1445714
8.351	5.745	0.686	20.0	19.0	691.0	2.0	1.0	6	0.1626478
2.823	5.416	0.694	81.0	46.0	535.0	1.0	1.0	5	0.17008260000000003
2.958	5.891	0.438	78.0	26.0	125.0	3.0	1.0	6	0.20756480000000002
6.612	8.438	0.969	88.0	28.0	81.0	0.0	1.0	5	0.2211986
4.243	5.06	0.52	78.0	49.0	44.0	1.0	1.0	4	0.2242432
3.859	5.781	0.102	38.0	32.0	423.0	1.0	1.0	5	0.23003039999999997
6.644	4.553	0.102	88.0	14.0	423.0	3.0	1.0	4	0.25685060000000004
1.311	3.29	0.606	36.0	16.0	480.0	1.0	1.0	2	0.337655
2.082	3.075	0.864	28.0	20.0	411.0	3.0	1.0	1	0.36849319999999997
3.446	1.603	0.793	37.0	21.0	554.0	3.0	1.0	4	0.4186756
7.974	8.428	0.581	41.0	26.0	476.0	1.0	0.0	2	0.4510232
6.644	4.553	0.102	88.0	9.0	423.0	3.0	1.0	7	0.5128716
1.264	5.241	0.102	88.0	32.0	423.0	1.0	1.0	7	0.5224833999999999
