alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.699	2.183	0.52	44.0	26.0	57.0	0.0	1.0	7	-0.0
1.311	4.678	0.606	55.0	16.0	480.0	1.0	0.0	7	0.0011192
2.01	6.404	0.239	97.0	36.0	192.0	2.0	0.0	6	0.0318916
3.911	2.655	0.52	74.0	16.0	452.0	3.0	1.0	4	0.033107000000000004
3.446	7.808	0.792	100.0	12.0	382.0	3.0	0.0	5	0.0601288
7.832	7.495	0.371	82.0	37.0	23.0	1.0	1.0	7	0.0811926
3.911	8.005	0.52	78.0	26.0	83.0	0.0	1.0	2	0.0814466
3.859	1.066	0.102	88.0	14.0	423.0	2.0	1.0	1	0.0950146
6.171	7.495	0.371	57.0	37.0	23.0	1.0	0.0	0	0.0953946
8.373	5.021	0.606	72.0	16.0	480.0	1.0	0.0	3	0.0972186
3.446	7.568	0.594	90.0	12.0	603.0	3.0	0.0	6	0.0972906
2.823	5.416	0.447	81.0	46.0	161.0	1.0	1.0	7	0.13150420000000002
1.623	6.907	0.244	97.0	41.0	233.0	2.0	0.0	2	0.1424738
1.311	4.678	0.606	72.0	16.0	480.0	1.0	0.0	2	0.1698374
1.418	8.692	0.161	62.0	23.0	575.0	1.0	1.0	2	0.17675480000000002
2.01	6.404	0.686	20.0	36.0	192.0	2.0	1.0	0	0.19116840000000002
2.01	6.404	0.686	84.0	36.0	192.0	2.0	1.0	4	0.1914708
3.446	5.802	0.792	54.0	12.0	382.0	3.0	0.0	1	0.2003498
3.859	1.066	0.102	88.0	14.0	140.0	2.0	1.0	4	0.273084
1.543	5.416	0.951	81.0	16.0	354.0	0.0	0.0	5	0.2815054
3.859	1.066	0.102	88.0	8.0	140.0	2.0	1.0	7	0.2964984
1.543	5.416	0.447	81.0	17.0	354.0	1.0	0.0	2	0.3424856
3.911	8.005	0.52	78.0	26.0	83.0	1.0	1.0	5	0.4224546
3.911	8.005	0.52	78.0	26.0	57.0	0.0	1.0	0	0.4267132
2.823	5.416	0.143	81.0	46.0	535.0	1.0	0.0	5	0.4598516
