alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.267	8.005	0.52	78.0	25.0	57.0	1.0	1.0	6	0.0013088000000000002
2.201	8.005	0.366	78.0	47.0	666.0	0.0	0.0	4	0.028206
7.53	9.265	0.289	87.0	24.0	604.0	2.0	0.0	1	0.0840244
1.296	2.034	0.606	72.0	11.0	545.0	1.0	1.0	6	0.09344820000000001
4.415	4.497	0.52	78.0	43.0	27.0	0.0	1.0	6	0.1757694
4.386	9.628	0.161	62.0	23.0	712.0	1.0	1.0	2	0.1775476
6.612	8.438	0.458	66.0	33.0	81.0	0.0	1.0	7	0.2120416
1.296	2.034	0.606	72.0	11.0	336.0	1.0	1.0	3	0.2186966
1.296	2.034	0.606	72.0	50.0	545.0	1.0	1.0	7	0.2395226
8.64	4.826	0.662	60.0	37.0	74.0	0.0	1.0	7	0.2551038
8.64	2.587	0.662	60.0	32.0	74.0	0.0	1.0	1	0.2707042
2.62	9.628	0.144	62.0	27.0	667.0	1.0	1.0	7	0.2745822
7.084	9.628	0.523	62.0	23.0	349.0	1.0	1.0	2	0.28382019999999997
2.267	8.005	0.52	78.0	26.0	57.0	1.0	1.0	4	0.2892888
4.415	4.497	0.52	78.0	15.0	51.0	0.0	1.0	1	0.30136360000000006
8.64	2.587	0.662	60.0	37.0	74.0	0.0	1.0	2	0.30816540000000003
2.01	2.142	0.118	20.0	9.0	192.0	2.0	1.0	2	0.309066
4.386	9.628	0.34	62.0	23.0	349.0	1.0	1.0	7	0.3350766
4.386	9.628	0.582	14.0	23.0	712.0	1.0	0.0	7	0.3361098
4.386	9.628	0.161	62.0	23.0	349.0	1.0	1.0	0	0.360721
2.62	9.628	0.144	62.0	27.0	349.0	1.0	1.0	6	0.3927868
6.612	8.438	0.21	66.0	33.0	81.0	0.0	1.0	6	0.43662339999999994
2.01	2.142	0.885	78.0	9.0	192.0	2.0	1.0	3	0.46919560000000005
7.084	9.628	0.144	62.0	27.0	349.0	1.0	1.0	4	0.5311472
7.662	9.628	0.638	62.0	23.0	349.0	1.0	1.0	7	0.5546002
