alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.06	1.066	0.549	88.0	14.0	52.0	3.0	1.0	5	-0.0
5.584	6.907	0.244	97.0	13.0	233.0	3.0	0.0	3	-0.0
2.01	9.829	0.686	20.0	36.0	192.0	2.0	1.0	3	0.034123
3.859	1.663	0.117	78.0	43.0	83.0	3.0	0.0	7	0.0441114
6.612	8.438	0.268	61.0	33.0	81.0	0.0	1.0	6	0.0481986
6.612	2.638	0.969	66.0	33.0	81.0	0.0	1.0	1	0.0577176
9.748	8.438	0.949	86.0	36.0	81.0	0.0	0.0	7	0.06250639999999999
1.574	6.582	0.159	18.0	45.0	662.0	3.0	1.0	4	0.10842559999999998
2.01	9.829	0.686	20.0	9.0	192.0	2.0	1.0	6	0.1260834
2.221	4.65	0.394	44.0	9.0	630.0	3.0	0.0	3	0.1633116
7.021	9.628	0.161	62.0	17.0	30.0	2.0	1.0	7	0.1740082
1.089	3.583	0.229	26.0	21.0	312.0	1.0	1.0	6	0.1776632
8.561	1.066	0.422	77.0	43.0	46.0	2.0	1.0	6	0.192109
1.574	6.582	0.159	18.0	45.0	662.0	3.0	0.0	6	0.21956699999999998
8.165	2.638	0.948	66.0	33.0	81.0	0.0	0.0	7	0.22816580000000003
2.01	9.829	0.231	58.0	9.0	292.0	2.0	1.0	7	0.23127020000000004
3.859	1.066	0.422	88.0	14.0	46.0	3.0	1.0	3	0.24199260000000003
2.458	3.252	0.409	44.0	41.0	92.0	3.0	1.0	7	0.2749674
6.612	8.438	0.268	61.0	11.0	81.0	0.0	1.0	7	0.276219
2.458	3.252	0.409	44.0	41.0	248.0	3.0	1.0	5	0.27996600000000005
5.641	2.638	0.877	66.0	44.0	394.0	0.0	1.0	6	0.302972
1.574	7.071	0.874	18.0	45.0	242.0	3.0	1.0	6	0.39555880000000004
7.021	9.628	0.161	62.0	28.0	30.0	2.0	1.0	6	0.40205460000000004
6.171	7.061	0.371	57.0	11.0	23.0	3.0	0.0	3	0.4032332
4.367	1.066	0.549	88.0	14.0	52.0	2.0	1.0	7	0.528475
