alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
5.281	8.005	0.52	78.0	26.0	57.0	0.0	1.0	1	0.0167998
2.01	6.404	0.25	20.0	36.0	192.0	2.0	1.0	2	0.0245552
1.311	3.29	0.372	72.0	10.0	691.0	1.0	0.0	4	0.0653302
1.311	1.548	0.606	72.0	16.0	480.0	1.0	0.0	2	0.0733544
4.391	3.792	0.52	78.0	26.0	57.0	0.0	1.0	7	0.0785802
1.311	3.29	0.606	72.0	48.0	388.0	1.0	1.0	7	0.0964862
1.311	3.29	0.606	72.0	16.0	388.0	1.0	0.0	3	0.0971404
1.311	3.29	0.606	72.0	16.0	388.0	1.0	1.0	4	0.12105760000000002
1.311	3.29	0.372	72.0	16.0	691.0	1.0	0.0	3	0.1327344
2.01	6.404	0.686	20.0	36.0	484.0	2.0	0.0	7	0.15423440000000002
1.311	3.29	0.606	72.0	16.0	691.0	1.0	0.0	1	0.1592706
5.281	8.005	0.52	78.0	22.0	57.0	0.0	1.0	6	0.15949819999999998
7.098	6.404	0.25	20.0	36.0	192.0	2.0	1.0	4	0.2239032
4.391	8.005	0.52	78.0	26.0	57.0	0.0	1.0	5	0.2243442
2.01	6.404	0.25	20.0	36.0	192.0	0.0	1.0	3	0.2268326
5.281	8.005	0.52	44.0	26.0	57.0	0.0	1.0	7	0.265511
8.339	8.005	0.52	78.0	36.0	57.0	0.0	1.0	7	0.2704816
2.904	3.77	0.244	81.0	41.0	233.0	1.0	0.0	6	0.27739199999999997
5.281	8.005	0.52	78.0	36.0	57.0	0.0	1.0	4	0.281855
9.244	3.075	0.826	28.0	20.0	628.0	3.0	1.0	2	0.283288
5.281	8.005	0.52	78.0	26.0	272.0	0.0	1.0	2	0.3119394
7.098	6.404	0.25	20.0	36.0	192.0	0.0	1.0	7	0.3281494
1.311	3.29	0.606	72.0	16.0	691.0	3.0	0.0	7	0.3701834
8.997	2.587	0.662	60.0	32.0	726.0	0.0	0.0	2	0.3850708
2.01	6.404	0.686	20.0	36.0	484.0	2.0	1.0	1	0.42250239999999994
