alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.311	3.29	0.351	95.0	16.0	718.0	1.0	1.0	5	-0.0
7.53	9.265	0.804	33.0	25.0	66.0	2.0	0.0	5	-0.0
1.311	7.679	0.278	12.0	16.0	581.0	1.0	0.0	3	0.024459
1.569	2.033	0.211	50.0	32.0	273.0	1.0	1.0	6	0.0407658
1.2	1.066	0.291	88.0	14.0	423.0	3.0	1.0	7	0.0546264
6.138	9.628	0.161	62.0	40.0	658.0	2.0	1.0	4	0.097452
2.823	5.416	0.447	64.0	41.0	75.0	0.0	1.0	2	0.1094536
1.569	2.033	0.562	88.0	32.0	273.0	1.0	1.0	7	0.1348278
4.244	3.606	0.52	78.0	48.0	323.0	0.0	1.0	7	0.1417968
2.823	9.797	0.514	64.0	25.0	75.0	0.0	1.0	6	0.1462792
4.386	8.732	0.438	97.0	36.0	349.0	0.0	1.0	5	0.1597988
1.311	7.275	0.351	47.0	16.0	718.0	1.0	1.0	6	0.1605386
3.138	9.821	0.513	37.0	23.0	281.0	1.0	0.0	5	0.17381600000000003
1.311	7.275	0.351	47.0	12.0	718.0	1.0	1.0	7	0.1924232
1.569	2.033	0.562	50.0	32.0	273.0	1.0	1.0	5	0.2006946
1.311	3.29	0.351	95.0	40.0	718.0	1.0	1.0	7	0.2275964
8.028	8.005	0.52	78.0	26.0	57.0	0.0	1.0	1	0.2367344
6.171	7.536	0.371	57.0	17.0	23.0	2.0	0.0	3	0.2414606
4.386	8.732	0.503	97.0	36.0	349.0	0.0	1.0	4	0.2500078
4.386	9.628	0.503	97.0	36.0	349.0	2.0	1.0	2	0.2812424
8.405	4.52	0.274	57.0	36.0	163.0	1.0	1.0	7	0.29542480000000004
7.297	1.377	0.177	78.0	26.0	335.0	0.0	1.0	5	0.356124
2.604	2.201	0.419	62.0	8.0	658.0	2.0	1.0	7	0.3654578
8.028	8.005	0.469	78.0	26.0	374.0	2.0	1.0	4	0.40565819999999997
8.405	4.52	0.872	57.0	36.0	163.0	1.0	1.0	1	0.6324692
