alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
6.455	1.637	0.52	78.0	26.0	57.0	2.0	1.0	4	0.0072238
2.01	6.404	0.686	45.0	36.0	192.0	2.0	1.0	1	0.012909
8.022	8.005	0.77	30.0	26.0	487.0	0.0	1.0	6	0.0232544
9.71	6.404	0.622	34.0	32.0	378.0	2.0	1.0	5	0.0882444
1.143	4.52	0.872	34.0	28.0	163.0	0.0	1.0	5	0.1012902
1.311	3.29	0.606	72.0	8.0	480.0	1.0	0.0	1	0.10988899999999999
6.455	8.005	0.52	78.0	26.0	57.0	2.0	1.0	3	0.1623288
5.612	8.005	0.273	100.0	30.0	72.0	1.0	1.0	5	0.164128
2.455	4.013	0.686	20.0	36.0	192.0	2.0	1.0	4	0.17302079999999997
3.911	8.005	0.52	78.0	26.0	57.0	0.0	1.0	0	0.1816544
2.823	8.141	0.447	81.0	46.0	535.0	2.0	0.0	4	0.1919546
2.01	6.404	0.686	45.0	36.0	117.0	2.0	1.0	5	0.1938226
4.431	8.005	0.452	78.0	30.0	57.0	1.0	1.0	3	0.1967104
4.078	8.005	0.35	70.0	30.0	702.0	0.0	1.0	7	0.20994859999999999
1.143	4.52	0.432	34.0	28.0	388.0	0.0	1.0	7	0.2307134
9.71	6.404	0.143	34.0	32.0	378.0	2.0	1.0	6	0.2431234
8.484	8.005	0.52	78.0	26.0	57.0	2.0	1.0	1	0.25027
4.386	9.628	0.161	15.0	23.0	69.0	1.0	1.0	5	0.26079379999999996
6.455	8.005	0.52	78.0	26.0	57.0	1.0	1.0	5	0.26346879999999995
6.455	1.637	0.52	78.0	27.0	58.0	2.0	1.0	7	0.268571
1.766	6.404	0.334	20.0	36.0	192.0	2.0	1.0	4	0.29249780000000003
4.386	9.628	0.161	62.0	23.0	349.0	1.0	1.0	0	0.30284000000000005
9.71	6.404	0.622	34.0	32.0	192.0	0.0	1.0	3	0.303483
4.045	6.012	0.412	72.0	16.0	480.0	1.0	0.0	2	0.3115128
4.078	8.005	0.77	30.0	26.0	487.0	0.0	1.0	4	0.6330682
