alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.859	8.521	0.102	88.0	14.0	423.0	3.0	1.0	2	-0.0
1.746	8.438	0.969	66.0	33.0	628.0	0.0	1.0	3	-0.0
1.746	8.438	0.969	66.0	33.0	710.0	0.0	1.0	5	0.0039264
3.009	9.628	0.161	74.0	23.0	475.0	1.0	1.0	4	0.011277
2.091	1.066	0.102	100.0	34.0	423.0	3.0	1.0	1	0.023364000000000003
3.911	8.005	0.52	78.0	26.0	57.0	0.0	1.0	0	0.0252836
2.091	1.066	0.257	100.0	34.0	423.0	3.0	1.0	3	0.028895399999999998
4.386	9.628	0.161	74.0	23.0	349.0	1.0	1.0	1	0.05688340000000001
3.911	8.005	0.52	88.0	44.0	57.0	0.0	1.0	7	0.070794
8.64	2.587	0.662	60.0	32.0	726.0	0.0	0.0	0	0.0743494
3.368	6.404	0.268	20.0	36.0	192.0	1.0	1.0	5	0.0814792
4.732	4.627	0.257	100.0	18.0	334.0	3.0	1.0	7	0.0927118
4.657	7.974	0.48	98.0	32.0	723.0	1.0	1.0	7	0.09324299999999999
6.309	8.005	0.52	78.0	26.0	57.0	0.0	1.0	3	0.10789280000000001
2.091	4.627	0.257	100.0	18.0	334.0	3.0	1.0	5	0.11713080000000001
6.612	7.974	0.624	87.0	32.0	723.0	0.0	1.0	5	0.120977
3.009	9.628	0.161	87.0	23.0	475.0	1.0	1.0	5	0.1252852
2.14	9.666	0.495	58.0	38.0	281.0	0.0	1.0	4	0.12848379999999998
3.069	8.623	0.161	74.0	23.0	475.0	1.0	1.0	7	0.1321802
6.612	8.438	0.37	66.0	33.0	81.0	0.0	1.0	4	0.1616214
1.746	8.438	0.545	66.0	33.0	628.0	0.0	1.0	6	0.16425399999999998
3.911	8.005	0.52	78.0	44.0	57.0	0.0	1.0	4	0.1891046
6.612	8.438	0.969	66.0	33.0	81.0	0.0	1.0	0	0.199682
3.911	8.005	0.52	78.0	26.0	468.0	0.0	1.0	7	0.23884660000000002
3.368	6.404	0.268	20.0	36.0	192.0	2.0	1.0	4	0.2642578
