alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.311	3.426	0.606	72.0	16.0	320.0	1.0	1.0	7	-0.0
7.496	9.628	0.161	62.0	23.0	52.0	0.0	1.0	3	0.008207599999999999
1.378	4.65	0.394	44.0	36.0	630.0	3.0	1.0	7	0.0235586
3.911	9.763	0.718	68.0	19.0	57.0	0.0	1.0	5	0.032049
1.15	4.65	0.394	44.0	36.0	630.0	3.0	1.0	2	0.04779
5.685	4.65	0.394	44.0	36.0	630.0	3.0	1.0	3	0.0512216
5.026	9.296	0.969	66.0	33.0	81.0	0.0	1.0	6	0.051264
6.612	9.296	0.969	66.0	33.0	81.0	0.0	1.0	2	0.058856
1.311	3.29	0.606	34.0	16.0	480.0	1.0	0.0	1	0.09679420000000001
1.311	3.426	0.606	72.0	34.0	480.0	1.0	1.0	6	0.12163399999999999
7.496	9.628	0.161	62.0	35.0	52.0	0.0	1.0	5	0.12926959999999998
5.562	6.486	0.228	76.0	22.0	66.0	3.0	0.0	6	0.1369514
9.241	5.933	0.969	66.0	33.0	81.0	0.0	1.0	5	0.1917594
3.911	9.763	0.718	68.0	26.0	57.0	0.0	1.0	4	0.20151499999999997
9.241	9.663	0.969	66.0	33.0	81.0	0.0	1.0	4	0.2166686
1.311	3.426	0.606	72.0	16.0	480.0	2.0	1.0	5	0.23117680000000002
3.911	9.763	0.52	68.0	26.0	57.0	0.0	1.0	3	0.2443342
4.559	9.763	0.718	68.0	19.0	57.0	0.0	1.0	6	0.24504
1.29	6.404	0.686	20.0	36.0	192.0	2.0	1.0	3	0.24983519999999998
1.29	6.404	0.686	20.0	36.0	192.0	3.0	1.0	6	0.2605606
7.496	9.628	0.161	62.0	35.0	205.0	0.0	1.0	6	0.3251842
3.911	8.005	0.52	96.0	10.0	57.0	0.0	1.0	6	0.4535684
9.244	3.075	0.826	28.0	20.0	411.0	3.0	1.0	0	0.4611628
1.15	4.65	0.394	44.0	8.0	630.0	3.0	1.0	7	0.5241624
1.623	6.907	0.244	90.0	42.0	465.0	1.0	0.0	7	0.530141
