alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.859	9.473	0.116	12.0	7.0	120.0	3.0	1.0	5	-0.0
1.311	3.29	0.542	72.0	16.0	194.0	1.0	0.0	5	0.0011192
7.045	7.959	0.364	88.0	28.0	120.0	1.0	1.0	6	0.034982400000000004
3.859	1.066	0.102	88.0	14.0	423.0	3.0	0.0	2	0.0366468
1.311	3.29	0.606	32.0	16.0	480.0	1.0	0.0	6	0.0384492
4.386	9.628	0.161	62.0	23.0	59.0	1.0	1.0	7	0.052734199999999995
3.301	4.136	0.345	93.0	43.0	124.0	1.0	1.0	7	0.0667846
1.311	3.29	0.606	78.0	35.0	480.0	1.0	0.0	7	0.079645
3.821	8.438	0.134	83.0	40.0	87.0	1.0	0.0	7	0.08556
3.859	7.959	0.102	88.0	28.0	120.0	3.0	1.0	2	0.09034420000000001
3.911	8.005	0.52	78.0	26.0	57.0	0.0	1.0	0	0.09559340000000001
6.612	8.438	0.969	66.0	33.0	81.0	0.0	1.0	0	0.11319699999999999
6.171	9.001	0.932	98.0	23.0	502.0	3.0	1.0	7	0.1267434
4.386	9.628	0.161	62.0	23.0	349.0	1.0	1.0	0	0.1280614
1.311	3.29	0.606	72.0	16.0	480.0	1.0	0.0	0	0.1461058
9.244	3.075	0.191	28.0	20.0	411.0	3.0	1.0	4	0.1529702
6.612	8.438	0.969	6.0	40.0	689.0	0.0	1.0	4	0.1678074
9.244	3.075	0.826	28.0	20.0	411.0	3.0	1.0	0	0.1784918
2.01	6.404	0.686	47.0	34.0	685.0	1.0	1.0	6	0.1863464
6.171	9.579	0.643	98.0	23.0	540.0	0.0	1.0	4	0.2205616
4.386	9.628	0.903	28.0	23.0	349.0	1.0	1.0	5	0.233522
3.859	7.959	0.3	88.0	28.0	120.0	3.0	1.0	7	0.23698380000000002
3.301	4.136	0.345	93.0	43.0	598.0	1.0	1.0	1	0.24468499999999999
4.139	8.87	0.25	12.0	28.0	48.0	3.0	1.0	6	0.4203264
3.301	6.088	0.686	93.0	43.0	598.0	1.0	1.0	6	0.5027436
