alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.823	5.416	0.447	81.0	6.0	535.0	1.0	0.0	1	0.0101134
3.911	8.005	0.52	37.0	20.0	494.0	0.0	1.0	4	0.0158402
4.386	3.756	0.161	62.0	23.0	513.0	2.0	1.0	7	0.036496
2.01	6.404	0.171	20.0	36.0	192.0	2.0	1.0	3	0.0407336
2.823	5.416	0.447	81.0	40.0	71.0	0.0	0.0	3	0.0412618
1.866	8.666	0.263	80.0	45.0	548.0	2.0	1.0	7	0.047220200000000004
3.497	7.468	0.447	81.0	33.0	535.0	1.0	0.0	7	0.05296759999999999
3.911	8.005	0.52	83.0	20.0	57.0	0.0	1.0	7	0.0537874
4.386	1.866	0.56	67.0	23.0	34.0	0.0	1.0	4	0.0584982
6.574	5.416	0.833	100.0	6.0	535.0	2.0	0.0	3	0.0592226
2.852	6.539	0.969	88.0	7.0	97.0	3.0	0.0	6	0.071582
3.859	1.066	0.102	88.0	14.0	25.0	1.0	0.0	4	0.109206
2.01	6.404	0.171	20.0	36.0	268.0	2.0	1.0	6	0.11313580000000001
3.911	7.02	0.52	78.0	20.0	297.0	1.0	1.0	7	0.1474712
5.038	3.113	0.263	73.0	45.0	81.0	2.0	1.0	2	0.1577766
3.911	8.005	0.52	78.0	20.0	297.0	0.0	1.0	6	0.19234120000000002
5.038	3.113	0.263	73.0	45.0	81.0	3.0	1.0	7	0.1976124
2.454	6.404	0.186	20.0	36.0	192.0	2.0	1.0	7	0.2165264
2.823	5.416	0.226	90.0	40.0	462.0	0.0	1.0	5	0.2367552
3.779	2.853	0.289	87.0	24.0	162.0	1.0	0.0	5	0.2809998
1.866	3.113	0.263	73.0	45.0	81.0	2.0	1.0	6	0.308094
3.911	8.005	0.52	78.0	20.0	57.0	0.0	0.0	5	0.391305
2.823	5.416	0.476	32.0	40.0	535.0	1.0	1.0	7	0.431184
5.727	5.11	0.942	34.0	38.0	478.0	1.0	1.0	4	0.7258104000000001
7.53	2.853	0.289	87.0	24.0	664.0	1.0	0.0	3	0.8495023999999999
