alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
9.368	3.555	0.138	85.0	7.0	349.0	3.0	1.0	5	-0.0
4.26	3.555	0.138	73.0	39.0	349.0	3.0	1.0	4	-0.0
2.302	7.39	0.741	98.0	15.0	114.0	2.0	0.0	3	0.0187086
4.26	7.776	0.138	85.0	18.0	143.0	3.0	0.0	5	0.026091399999999997
2.929	9.488	0.238	11.0	37.0	418.0	3.0	1.0	3	0.0325074
2.929	6.701	0.278	44.0	37.0	197.0	3.0	0.0	2	0.0433928
4.437	8.998	0.178	43.0	31.0	136.0	3.0	1.0	3	0.0754444
1.92	7.485	0.472	86.0	33.0	480.0	3.0	1.0	5	0.0833038
1.754	5.89	0.491	87.0	45.0	447.0	3.0	1.0	3	0.11148240000000001
1.92	7.485	0.472	86.0	11.0	480.0	3.0	1.0	0	0.1124938
4.26	3.555	0.138	70.0	39.0	349.0	3.0	1.0	5	0.11483560000000001
9.362	8.048	0.491	53.0	46.0	447.0	3.0	1.0	0	0.1235434
5.199	3.402	0.485	63.0	20.0	103.0	3.0	1.0	3	0.1284074
2.05	6.65	0.174	16.0	14.0	262.0	3.0	1.0	4	0.13219039999999999
4.787	6.701	0.278	81.0	37.0	270.0	3.0	0.0	4	0.136125
2.929	4.211	0.238	98.0	37.0	418.0	3.0	0.0	2	0.13639720000000002
1.92	7.485	0.472	86.0	16.0	480.0	3.0	1.0	4	0.1516172
1.108	8.792	0.259	52.0	19.0	692.0	2.0	1.0	3	0.15311
8.617	5.03	0.163	57.0	40.0	62.0	3.0	1.0	3	0.17400120000000002
8.096	7.485	0.839	86.0	30.0	707.0	3.0	1.0	5	0.17964360000000001
2.302	7.39	0.741	73.0	15.0	114.0	2.0	0.0	5	0.18884679999999998
8.617	8.193	0.163	57.0	40.0	62.0	3.0	1.0	5	0.1891964
5.199	8.897	0.485	63.0	20.0	103.0	3.0	1.0	5	0.22802800000000004
2.929	6.701	0.31	44.0	37.0	197.0	3.0	0.0	0	0.2343438
2.05	8.687	0.237	16.0	16.0	262.0	3.0	0.0	4	0.24902740000000004
1.432	8.133	0.531	56.0	14.0	506.0	3.0	1.0	5	0.261031
2.929	5.229	0.31	44.0	37.0	197.0	3.0	0.0	5	0.2774358
2.929	6.701	0.31	44.0	37.0	579.0	3.0	0.0	4	0.2884006
4.787	7.647	0.516	26.0	37.0	27.0	3.0	1.0	5	0.3003252
2.302	7.39	0.741	98.0	15.0	114.0	2.0	1.0	1	0.314265
2.929	9.488	0.238	11.0	37.0	670.0	3.0	1.0	4	0.3172608
9.762	1.856	0.82	30.0	41.0	335.0	3.0	0.0	0	0.3411212
2.05	9.062	0.634	56.0	41.0	262.0	3.0	0.0	4	0.5374155999999999
2.929	9.731	0.238	11.0	37.0	688.0	3.0	1.0	5	0.5760457999999999
1.108	8.792	0.342	68.0	19.0	692.0	2.0	1.0	2	0.5963898
