alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.866	7.076	0.226	60.0	22.0	419.0	3.0	0.0	5	0.0061558
1.968	5.028	0.155	54.0	17.0	99.0	3.0	1.0	5	0.0178838
3.443	5.028	0.155	54.0	17.0	99.0	3.0	1.0	3	0.0263706
9.753	7.613	0.454	48.0	34.0	540.0	3.0	1.0	4	0.049297
7.238	5.829	0.899	97.0	13.0	93.0	3.0	1.0	1	0.0497532
4.125	4.067	0.304	38.0	46.0	418.0	3.0	1.0	4	0.07760560000000001
5.65	1.29	0.644	56.0	31.0	26.0	3.0	1.0	3	0.078917
1.674	9.492	0.94	81.0	22.0	734.0	3.0	0.0	5	0.1011978
1.273	9.449	0.509	55.0	9.0	177.0	3.0	1.0	1	0.10784439999999999
5.65	6.823	0.644	56.0	20.0	26.0	3.0	1.0	5	0.1160282
1.866	9.138	0.226	60.0	24.0	674.0	3.0	0.0	3	0.12664740000000002
1.613	3.872	0.345	97.0	7.0	93.0	3.0	1.0	4	0.13844679999999998
6.58	7.256	0.52	70.0	37.0	264.0	3.0	1.0	4	0.1486988
5.65	8.213	0.674	56.0	31.0	26.0	3.0	1.0	5	0.1573876
4.125	4.067	0.304	38.0	28.0	418.0	3.0	1.0	2	0.1703742
1.674	1.412	0.379	20.0	22.0	623.0	3.0	0.0	0	0.17482119999999998
3.256	5.217	0.155	54.0	17.0	186.0	3.0	1.0	2	0.18404199999999998
1.866	7.076	0.226	60.0	22.0	674.0	3.0	0.0	4	0.186862
3.256	5.217	0.769	54.0	14.0	186.0	3.0	1.0	5	0.20160740000000002
1.674	4.966	0.379	40.0	22.0	181.0	2.0	0.0	4	0.208024
5.65	1.29	0.674	56.0	31.0	26.0	3.0	1.0	1	0.20858780000000002
6.58	8.128	0.282	93.0	37.0	264.0	3.0	1.0	2	0.21074160000000003
1.302	6.891	0.436	12.0	22.0	623.0	3.0	1.0	4	0.2190032
9.267	7.887	0.509	97.0	13.0	93.0	3.0	1.0	2	0.23546180000000003
3.256	5.217	0.155	54.0	17.0	14.0	3.0	1.0	4	0.2370892
3.443	3.278	0.552	54.0	17.0	99.0	3.0	0.0	5	0.25618759999999996
1.302	6.891	0.436	20.0	16.0	623.0	3.0	1.0	5	0.25926980000000005
3.443	3.278	0.552	54.0	17.0	99.0	3.0	1.0	4	0.2869478
4.125	4.067	0.304	38.0	8.0	418.0	3.0	1.0	5	0.29286700000000004
5.295	5.429	0.509	55.0	30.0	489.0	3.0	1.0	5	0.3131392
1.273	7.883	0.787	39.0	9.0	177.0	3.0	0.0	4	0.32649659999999997
6.665	5.455	0.872	70.0	24.0	298.0	3.0	0.0	0	0.3290246
1.273	9.449	0.787	39.0	9.0	177.0	3.0	0.0	3	0.33718940000000003
1.866	3.83	0.805	60.0	45.0	674.0	3.0	1.0	4	0.3407934
6.58	1.54	0.52	70.0	37.0	264.0	3.0	1.0	5	0.3466774
7.921	5.829	0.899	76.0	13.0	39.0	3.0	1.0	4	0.43227980000000005
6.032	7.613	0.454	48.0	34.0	540.0	3.0	1.0	5	0.5629694
