alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
6.648	2.119	0.401	74.0	32.0	412.0	3.0	1.0	7	0.0074735999999999995
7.798	8.059	0.682	84.0	34.0	332.0	3.0	1.0	8	0.0167188
2.845	8.059	0.682	84.0	22.0	191.0	3.0	1.0	11	0.040658
2.845	8.059	0.682	84.0	33.0	191.0	3.0	1.0	9	0.0493158
1.832	7.064	0.164	49.0	9.0	396.0	3.0	0.0	8	0.0784824
3.266	2.119	0.401	74.0	32.0	412.0	3.0	1.0	9	0.0826944
3.498	4.032	0.188	74.0	32.0	412.0	3.0	1.0	5	0.08278440000000001
7.334	8.059	0.682	84.0	33.0	191.0	3.0	1.0	7	0.1219008
3.984	7.064	0.584	47.0	15.0	697.0	3.0	0.0	12	0.1424598
6.586	8.059	0.682	84.0	34.0	132.0	3.0	1.0	5	0.1569986
7.334	8.059	0.192	74.0	34.0	549.0	3.0	1.0	12	0.1629648
2.845	6.175	0.682	58.0	33.0	191.0	3.0	1.0	11	0.1667586
3.266	8.976	0.401	74.0	32.0	394.0	3.0	1.0	10	0.21346059999999997
7.334	8.059	0.192	84.0	34.0	549.0	3.0	1.0	8	0.2358558
5.821	1.408	0.417	84.0	25.0	368.0	3.0	1.0	7	0.25752959999999997
3.266	3.318	0.658	41.0	32.0	412.0	3.0	1.0	12	0.7612232
