alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.102	3.884	0.362	97.0	42.0	178.0	3.0	1.0	4	0.0061558
1.946	5.748	0.218	73.0	5.0	448.0	3.0	0.0	4	0.010203
1.479	4.587	0.218	73.0	17.0	448.0	3.0	0.0	5	0.037496999999999996
1.479	3.755	0.218	73.0	17.0	448.0	3.0	0.0	3	0.042992
2.102	2.324	0.761	97.0	25.0	178.0	3.0	1.0	6	0.043079400000000004
3.572	7.687	0.491	53.0	24.0	445.0	3.0	0.0	3	0.0643042
1.92	8.784	0.428	90.0	45.0	81.0	3.0	0.0	5	0.07326740000000001
4.847	9.688	0.858	95.0	10.0	623.0	3.0	0.0	5	0.11921780000000001
2.102	3.177	0.362	97.0	25.0	619.0	3.0	1.0	5	0.1237542
2.102	3.177	0.362	76.0	25.0	619.0	3.0	1.0	6	0.1533776
7.557	1.066	0.67	73.0	16.0	91.0	3.0	1.0	3	0.1558814
1.479	3.755	0.906	73.0	7.0	376.0	3.0	0.0	6	0.1588738
1.479	9.041	0.218	73.0	5.0	448.0	3.0	0.0	3	0.1852726
8.578	1.507	0.37	29.0	42.0	437.0	3.0	0.0	5	0.1998212
4.724	1.473	0.189	58.0	34.0	5.0	3.0	0.0	4	0.21570020000000004
1.87	8.402	0.559	38.0	38.0	689.0	3.0	1.0	5	0.2162754
5.547	5.601	0.635	29.0	42.0	341.0	3.0	1.0	4	0.22829040000000003
2.102	3.177	0.362	97.0	42.0	627.0	3.0	1.0	6	0.23331059999999998
6.988	4.405	0.147	38.0	38.0	589.0	3.0	1.0	6	0.2333416
4.554	3.177	0.866	39.0	22.0	178.0	3.0	1.0	1	0.2422842
1.479	4.85	0.218	73.0	17.0	448.0	3.0	1.0	4	0.25512619999999997
7.557	5.285	0.67	73.0	16.0	91.0	3.0	1.0	5	0.2611352
2.716	6.597	0.751	88.0	43.0	112.0	3.0	0.0	5	0.2644114
1.479	3.755	0.906	73.0	7.0	448.0	3.0	0.0	4	0.2734976
7.557	1.066	0.67	39.0	16.0	91.0	3.0	1.0	6	0.276763
8.578	5.601	0.37	29.0	42.0	341.0	3.0	1.0	0	0.3407608
1.479	4.587	0.218	73.0	17.0	448.0	3.0	1.0	6	0.3807626
7.557	1.066	0.67	25.0	16.0	91.0	3.0	1.0	2	0.4677082
2.63	5.601	0.639	27.0	42.0	341.0	3.0	1.0	5	0.4813364
4.847	9.688	0.858	24.0	10.0	623.0	3.0	0.0	6	0.4945576
4.847	9.688	0.858	61.0	10.0	623.0	3.0	0.0	4	0.5732609999999999
