alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
8.685	3.255	0.295	49.0	44.0	7.0	3.0	1.0	3	0.0006793999999999999
1.82	3.992	0.864	42.0	33.0	339.0	3.0	1.0	5	0.0260548
1.82	2.241	0.307	100.0	23.0	429.0	3.0	0.0	5	0.0436484
1.82	7.591	0.372	50.0	33.0	339.0	3.0	1.0	6	0.08887039999999999
1.82	3.992	0.372	42.0	33.0	339.0	3.0	1.0	4	0.12111239999999998
1.82	2.241	0.122	68.0	33.0	339.0	3.0	1.0	6	0.1241962
3.466	4.779	0.241	15.0	39.0	6.0	3.0	1.0	6	0.130698
1.82	2.241	0.307	100.0	23.0	429.0	3.0	1.0	6	0.14061819999999997
5.229	3.255	0.295	49.0	44.0	7.0	3.0	1.0	5	0.1812388
5.408	9.647	0.555	60.0	23.0	295.0	3.0	0.0	2	0.2010458
3.033	6.084	0.307	64.0	45.0	491.0	3.0	1.0	3	0.20717919999999998
1.82	2.241	0.925	42.0	33.0	339.0	3.0	1.0	3	0.21035339999999997
1.82	2.241	0.307	42.0	37.0	429.0	3.0	1.0	4	0.2164354
7.659	7.619	0.65	59.0	10.0	223.0	3.0	0.0	2	0.23552040000000002
3.279	9.486	0.287	57.0	43.0	201.0	3.0	0.0	7	0.24805380000000002
2.205	7.914	0.876	42.0	33.0	636.0	3.0	1.0	7	0.24876420000000002
6.725	7.379	0.295	49.0	35.0	7.0	3.0	1.0	7	0.2588474
1.087	9.246	0.933	16.0	18.0	350.0	3.0	1.0	1	0.26703319999999997
5.043	6.905	0.879	71.0	41.0	98.0	3.0	1.0	5	0.3106684
1.82	7.591	0.372	42.0	33.0	339.0	3.0	1.0	5	0.35702
7.659	7.66	0.926	59.0	10.0	132.0	3.0	1.0	4	0.36283940000000003
1.82	6.586	0.372	50.0	33.0	339.0	3.0	1.0	7	0.37598180000000003
5.408	9.647	0.555	60.0	23.0	254.0	3.0	0.0	3	0.489861
5.469	3.255	0.331	32.0	9.0	7.0	3.0	1.0	6	0.5526638
3.087	5.451	0.287	57.0	43.0	201.0	3.0	0.0	4	0.558434
