alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.017	4.782	0.564	63.0	19.0	672.0	3.0	1.0	6	-0.0
1.017	2.345	0.564	84.0	11.0	672.0	3.0	1.0	8	0.008207599999999999
1.017	2.345	0.661	84.0	11.0	672.0	3.0	1.0	13	0.06939500000000001
2.457	1.554	0.446	91.0	16.0	619.0	3.0	0.0	3	0.101301
1.017	4.782	0.517	63.0	19.0	231.0	3.0	1.0	7	0.1067728
5.763	9.358	0.446	39.0	16.0	714.0	3.0	0.0	5	0.11747460000000001
7.23	7.114	0.262	95.0	39.0	126.0	3.0	0.0	12	0.22444160000000002
7.23	7.114	0.812	95.0	17.0	138.0	3.0	0.0	12	0.2571734
7.23	7.114	0.108	56.0	26.0	20.0	3.0	0.0	12	0.2877944
7.23	7.114	0.812	95.0	17.0	126.0	3.0	0.0	2	0.3070524
1.017	3.351	0.221	63.0	16.0	100.0	3.0	1.0	9	0.3515324
7.23	7.114	0.812	95.0	17.0	211.0	3.0	0.0	3	0.39601559999999997
7.23	7.114	0.262	95.0	33.0	126.0	3.0	0.0	9	0.42446780000000006
5.502	2.365	0.221	47.0	31.0	279.0	3.0	1.0	12	0.5041439999999999
9.904	6.913	0.564	84.0	24.0	496.0	3.0	0.0	11	0.5890918
