alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.543	9.699	0.169	72.0	7.0	708.0	3.0	0.0	2	0.0039264
2.733	9.699	0.169	72.0	7.0	708.0	3.0	0.0	0	0.040185
5.168	6.774	0.276	76.0	19.0	48.0	3.0	1.0	2	0.0663254
4.283	9.699	0.169	65.0	22.0	708.0	3.0	1.0	3	0.06654360000000001
5.168	6.774	0.276	49.0	49.0	48.0	3.0	1.0	4	0.10407200000000001
1.854	2.79	0.23	83.0	24.0	229.0	3.0	1.0	5	0.10450980000000001
3.724	2.79	0.23	33.0	34.0	613.0	3.0	1.0	4	0.10942120000000002
5.168	6.774	0.276	76.0	49.0	646.0	3.0	1.0	2	0.1105364
8.373	6.774	0.276	76.0	49.0	48.0	3.0	1.0	3	0.1209308
1.587	2.168	0.546	66.0	28.0	509.0	3.0	0.0	4	0.1272596
2.304	3.924	0.546	55.0	28.0	509.0	3.0	1.0	5	0.1569366
5.168	6.774	0.276	76.0	40.0	333.0	3.0	1.0	4	0.16287639999999998
2.429	5.118	0.323	16.0	19.0	318.0	3.0	0.0	1	0.16796119999999998
2.304	9.922	0.429	79.0	25.0	338.0	3.0	1.0	5	0.17202820000000002
4.283	9.699	0.169	72.0	7.0	708.0	3.0	1.0	1	0.17255379999999998
1.404	1.782	0.16	100.0	39.0	455.0	2.0	1.0	4	0.1776414
1.587	7.568	0.594	66.0	28.0	603.0	3.0	0.0	5	0.19230360000000002
2.304	9.922	0.49	79.0	25.0	232.0	3.0	1.0	4	0.2095526
5.168	6.774	0.276	76.0	19.0	742.0	3.0	1.0	5	0.21217640000000001
6.101	9.185	0.126	57.0	26.0	86.0	3.0	1.0	2	0.2170692
8.373	2.123	0.276	76.0	49.0	48.0	3.0	1.0	5	0.23011940000000003
9.375	9.569	0.355	76.0	24.0	48.0	3.0	0.0	5	0.236279
1.03	2.416	0.89	80.0	6.0	536.0	3.0	0.0	1	0.27236520000000003
3.374	9.699	0.169	23.0	33.0	708.0	3.0	0.0	5	0.28239780000000003
8.09	3.628	0.315	84.0	43.0	655.0	3.0	1.0	1	0.3188932
9.342	9.518	0.636	84.0	43.0	655.0	3.0	0.0	4	0.3397106
6.101	9.185	0.101	57.0	28.0	464.0	3.0	1.0	3	0.34075880000000003
1.03	1.141	0.89	80.0	6.0	536.0	3.0	0.0	4	0.36833879999999997
9.375	9.569	0.355	76.0	24.0	48.0	3.0	1.0	4	0.38067439999999997
7.776	2.79	0.23	33.0	33.0	613.0	3.0	1.0	2	0.4078414
2.733	9.699	0.169	72.0	7.0	584.0	3.0	0.0	3	0.4571962
2.733	9.699	0.169	89.0	7.0	584.0	3.0	0.0	5	0.7959533999999999
1.543	9.699	0.416	72.0	7.0	708.0	3.0	0.0	4	0.988795
1.03	1.141	0.452	80.0	6.0	131.0	3.0	0.0	5	1.1946524
