alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
6.79	9.691	0.389	87.0	10.0	476.0	3.0	1.0	6	0.0061558
3.702	6.896	0.184	85.0	29.0	152.0	3.0	1.0	4	0.0166148
1.737	9.691	0.362	47.0	13.0	353.0	3.0	1.0	2	0.0347968
2.62	7.167	0.957	88.0	48.0	449.0	3.0	1.0	6	0.05284219999999999
1.737	9.691	0.362	87.0	13.0	476.0	3.0	1.0	5	0.0753924
9.959	4.413	0.751	37.0	10.0	239.0	3.0	0.0	1	0.0905998
3.014	5.748	0.141	51.0	35.0	141.0	3.0	0.0	5	0.0949858
5.075	6.492	0.483	53.0	17.0	74.0	3.0	0.0	0	0.09595619999999999
2.62	1.388	0.141	80.0	47.0	449.0	3.0	1.0	3	0.09864419999999999
4.335	6.492	0.325	78.0	25.0	92.0	3.0	1.0	6	0.1002148
3.014	4.709	0.141	98.0	35.0	375.0	3.0	0.0	4	0.1054574
3.364	3.037	0.211	43.0	42.0	28.0	3.0	1.0	5	0.1085088
8.68	8.618	0.211	43.0	38.0	594.0	3.0	1.0	3	0.10914140000000001
3.014	4.709	0.141	51.0	35.0	141.0	3.0	0.0	2	0.1106088
3.702	7.745	0.184	85.0	47.0	233.0	2.0	0.0	5	0.12693859999999998
2.62	2.941	0.957	88.0	48.0	449.0	3.0	1.0	5	0.128016
2.62	9.558	0.141	80.0	44.0	449.0	3.0	1.0	6	0.15789499999999998
5.075	2.627	0.68	60.0	17.0	410.0	3.0	0.0	5	0.1689502
3.702	6.896	0.534	85.0	29.0	152.0	3.0	1.0	6	0.2052334
5.075	6.492	0.68	60.0	17.0	410.0	3.0	0.0	2	0.2191498
3.014	4.709	0.175	51.0	35.0	141.0	3.0	0.0	6	0.22680059999999996
2.62	2.941	0.886	80.0	47.0	449.0	3.0	0.0	2	0.2277366
2.62	2.941	0.886	80.0	25.0	449.0	3.0	1.0	4	0.24072200000000002
3.014	5.748	0.141	51.0	34.0	141.0	3.0	0.0	6	0.2681772
1.737	7.449	0.362	47.0	13.0	353.0	3.0	1.0	3	0.2767564
5.987	6.011	0.141	51.0	7.0	141.0	3.0	0.0	0	0.29660659999999994
5.075	6.492	0.68	77.0	17.0	410.0	3.0	0.0	6	0.366233
2.62	1.388	0.141	80.0	44.0	449.0	3.0	1.0	5	0.3912812
3.702	9.993	0.184	85.0	29.0	659.0	3.0	1.0	5	0.4089144
7.474	1.307	0.366	43.0	44.0	594.0	3.0	1.0	4	0.4234302
