alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.302	7.724	0.763	71.0	22.0	163.0	3.0	0.0	7	-0.0
2.302	9.925	0.677	31.0	25.0	264.0	3.0	0.0	4	-0.0
3.301	9.921	0.203	56.0	21.0	108.0	3.0	0.0	6	0.0023336
1.142	3.094	0.103	53.0	41.0	689.0	3.0	1.0	3	0.0216772
2.211	8.006	0.896	37.0	40.0	131.0	3.0	0.0	4	0.026728400000000003
3.301	6.66	0.203	31.0	21.0	108.0	3.0	0.0	9	0.068049
2.302	8.026	0.408	38.0	25.0	262.0	3.0	1.0	9	0.0709976
3.301	8.87	0.203	56.0	21.0	108.0	3.0	0.0	5	0.081985
2.302	9.925	0.763	38.0	25.0	163.0	3.0	0.0	3	0.0945508
2.302	9.925	0.899	21.0	25.0	330.0	3.0	0.0	3	0.11048759999999999
2.302	9.925	0.677	31.0	50.0	264.0	3.0	0.0	9	0.11727320000000001
2.302	4.471	0.686	21.0	35.0	277.0	3.0	0.0	4	0.1238378
2.302	9.925	0.763	38.0	25.0	225.0	1.0	0.0	4	0.1344106
3.301	6.66	0.116	13.0	7.0	108.0	3.0	0.0	7	0.1676406
2.302	9.925	0.771	38.0	25.0	719.0	3.0	0.0	7	0.1727474
3.378	7.407	0.896	64.0	9.0	39.0	3.0	0.0	2	0.1736622
9.801	8.006	0.443	84.0	33.0	720.0	3.0	0.0	3	0.17835459999999997
4.139	9.473	0.319	38.0	18.0	48.0	3.0	0.0	8	0.18465020000000001
2.302	9.925	0.771	38.0	25.0	262.0	3.0	0.0	4	0.1969048
3.301	8.87	0.418	56.0	21.0	108.0	3.0	0.0	8	0.271005
2.302	9.925	0.521	18.0	49.0	131.0	3.0	1.0	9	0.3096634
2.302	9.925	0.521	31.0	23.0	264.0	3.0	0.0	6	0.40344379999999996
