alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
7.063	9.093	0.778	35.0	35.0	125.0	3.0	1.0	6	0.010500800000000001
3.274	3.848	0.292	57.0	24.0	112.0	3.0	1.0	7	0.015296
1.767	3.848	0.661	88.0	24.0	532.0	3.0	0.0	4	0.026091399999999997
2.218	3.848	0.974	57.0	12.0	112.0	3.0	1.0	5	0.0471882
2.218	3.848	0.974	62.0	12.0	112.0	3.0	1.0	7	0.06356999999999999
2.218	3.848	0.781	57.0	12.0	112.0	3.0	1.0	6	0.06818060000000001
1.167	3.487	0.815	71.0	43.0	272.0	3.0	0.0	4	0.0730136
1.767	3.357	0.395	88.0	24.0	532.0	3.0	0.0	6	0.0756034
1.767	8.383	0.589	88.0	24.0	532.0	3.0	0.0	7	0.09498120000000002
7.762	6.871	0.836	76.0	39.0	29.0	3.0	1.0	6	0.1178968
5.015	9.565	0.229	23.0	39.0	29.0	3.0	1.0	4	0.1201368
3.129	1.267	0.879	85.0	41.0	208.0	3.0	0.0	7	0.1448588
5.196	6.716	0.133	57.0	24.0	112.0	3.0	0.0	3	0.1494376
1.767	3.357	0.661	88.0	24.0	532.0	3.0	0.0	5	0.16581959999999998
3.129	4.719	0.956	85.0	41.0	208.0	3.0	0.0	5	0.19350779999999998
3.129	8.601	0.824	51.0	41.0	621.0	3.0	1.0	7	0.2258676
4.897	3.848	0.661	57.0	24.0	532.0	3.0	1.0	5	0.2660132
3.129	8.601	0.956	51.0	41.0	304.0	3.0	1.0	4	0.2671178
5.391	3.848	0.104	57.0	42.0	265.0	3.0	1.0	6	0.2836202
1.167	3.487	0.815	71.0	43.0	579.0	3.0	0.0	5	0.33504680000000003
7.762	6.871	0.295	76.0	39.0	29.0	3.0	1.0	7	0.3773696
2.289	3.487	0.815	71.0	43.0	272.0	3.0	0.0	1	0.3997436
3.129	4.719	0.956	85.0	41.0	99.0	3.0	0.0	6	0.44584720000000005
3.129	7.556	0.879	51.0	41.0	208.0	3.0	1.0	5	0.4653192
1.767	5.707	0.661	88.0	24.0	532.0	3.0	0.0	6	0.6633156
1.238	2.388	0.623	77.0	17.0	78.0	2.0	1.0	6	0.7534858000000001
