alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.134	3.928	0.754	83.0	31.0	393.0	3.0	1.0	3	-0.0
9.647	6.35	0.358	81.0	8.0	566.0	3.0	1.0	5	-0.0
1.134	3.928	0.115	63.0	18.0	588.0	3.0	1.0	5	-0.0
1.595	6.742	0.223	76.0	16.0	478.0	3.0	1.0	0	0.0039264
1.595	9.064	0.223	76.0	16.0	478.0	3.0	1.0	4	0.0078528
6.601	8.558	0.358	81.0	18.0	696.0	3.0	1.0	4	0.0238388
7.493	7.969	0.672	89.0	27.0	717.0	3.0	0.0	1	0.0245612
4.185	8.951	0.197	64.0	23.0	157.0	3.0	1.0	5	0.037012
7.03	8.558	0.358	81.0	18.0	696.0	3.0	1.0	2	0.053674
3.163	5.634	0.13	26.0	40.0	348.0	3.0	0.0	5	0.06359820000000001
7.03	1.465	0.358	81.0	18.0	331.0	3.0	1.0	5	0.0721858
7.03	8.558	0.231	81.0	18.0	682.0	3.0	1.0	4	0.08018499999999999
1.868	6.792	0.605	96.0	17.0	427.0	2.0	1.0	2	0.0868048
1.595	4.89	0.211	76.0	16.0	478.0	2.0	1.0	3	0.09471879999999999
3.163	5.634	0.13	26.0	13.0	348.0	3.0	0.0	4	0.10981179999999999
1.149	8.049	0.883	16.0	10.0	644.0	3.0	0.0	4	0.1107932
3.163	2.375	0.13	54.0	29.0	673.0	3.0	1.0	2	0.1252286
6.752	5.832	0.124	80.0	23.0	500.0	3.0	1.0	4	0.1287048
7.493	4.429	0.672	89.0	27.0	717.0	3.0	0.0	4	0.12976859999999998
1.134	2.247	0.332	44.0	31.0	641.0	3.0	1.0	4	0.13448
4.185	3.583	0.197	64.0	23.0	157.0	3.0	1.0	0	0.1688048
1.868	6.792	0.605	96.0	17.0	593.0	2.0	1.0	0	0.20267999999999997
3.163	9.185	0.41	26.0	29.0	673.0	3.0	1.0	4	0.2081016
4.728	3.583	0.197	63.0	23.0	100.0	3.0	0.0	3	0.2082034
1.868	6.667	0.605	96.0	17.0	427.0	2.0	1.0	3	0.21017200000000003
4.586	2.403	0.435	51.0	43.0	566.0	3.0	1.0	5	0.2171796
7.03	8.558	0.512	81.0	18.0	696.0	3.0	1.0	0	0.2418116
4.441	6.054	0.59	39.0	35.0	186.0	3.0	0.0	4	0.25338120000000003
1.134	3.928	0.754	28.0	31.0	393.0	3.0	1.0	1	0.2606722
2.601	7.381	0.231	81.0	18.0	682.0	3.0	0.0	5	0.274984
3.163	9.242	0.193	26.0	29.0	673.0	3.0	1.0	5	0.2768502
4.728	3.583	0.792	63.0	23.0	100.0	3.0	0.0	5	0.30267879999999997
3.163	9.242	0.13	26.0	29.0	673.0	3.0	1.0	0	0.3099792
1.595	9.064	0.223	76.0	16.0	478.0	3.0	0.0	5	0.4114812
1.134	7.038	0.255	57.0	31.0	393.0	1.0	1.0	4	0.5412134
7.972	1.288	0.576	70.0	37.0	490.0	3.0	1.0	2	0.6324942
