alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
3.035	5.182	0.273	55.0	22.0	51.0	3.0	0.0	8	-0.0
4.293	8.035	0.574	43.0	13.0	51.0	3.0	1.0	6	0.014630399999999998
9.535	8.035	0.7	66.0	43.0	51.0	3.0	1.0	5	0.05471159999999999
3.691	5.182	0.273	55.0	21.0	51.0	3.0	0.0	5	0.1274408
9.535	5.182	0.7	97.0	13.0	51.0	3.0	0.0	4	0.13442479999999998
3.976	7.118	0.507	43.0	13.0	51.0	3.0	1.0	4	0.15218320000000002
3.035	5.182	0.482	55.0	22.0	51.0	3.0	0.0	9	0.2029032
5.692	7.118	0.507	43.0	13.0	51.0	3.0	1.0	8	0.21576999999999996
3.69	8.035	0.7	63.0	13.0	51.0	3.0	1.0	7	0.22461539999999997
6.03	8.035	0.776	80.0	35.0	206.0	3.0	1.0	9	0.2368396
9.535	8.035	0.7	43.0	13.0	51.0	3.0	1.0	0	0.2496908
9.535	8.506	0.927	42.0	13.0	51.0	3.0	1.0	5	0.2596218
7.718	3.552	0.574	91.0	38.0	361.0	3.0	0.0	5	0.2940564
5.469	8.669	0.642	97.0	10.0	718.0	3.0	0.0	5	0.2991792
7.718	4.222	0.872	91.0	6.0	81.0	3.0	0.0	8	0.3199384
1.066	8.035	0.7	43.0	13.0	345.0	1.0	0.0	8	0.3789072
6.03	8.035	0.459	40.0	13.0	206.0	3.0	1.0	6	0.4121728
6.066	3.552	0.574	28.0	10.0	81.0	3.0	0.0	7	0.516292
6.03	8.035	0.459	52.0	13.0	206.0	3.0	1.0	8	0.5247834
3.676	9.749	0.862	76.0	28.0	300.0	2.0	0.0	4	0.6419648
