alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
7.116	2.264	0.903	91.0	38.0	52.0	3.0	1.0	6	-0.0
2.285	8.944	0.653	48.0	24.0	315.0	3.0	1.0	6	-0.0
2.925	8.658	0.151	27.0	41.0	206.0	3.0	1.0	6	0.048406
7.116	2.264	0.541	91.0	31.0	52.0	3.0	1.0	4	0.0521734
1.34	1.894	0.271	26.0	10.0	31.0	3.0	0.0	2	0.060746600000000005
1.531	2.264	0.439	38.0	31.0	402.0	3.0	0.0	5	0.06455720000000001
7.116	2.264	0.615	77.0	31.0	52.0	3.0	1.0	5	0.0724082
2.285	8.944	0.355	17.0	29.0	315.0	3.0	1.0	6	0.07325299999999998
7.116	2.264	0.903	91.0	31.0	52.0	3.0	1.0	0	0.08127999999999999
7.116	2.264	0.615	91.0	31.0	52.0	3.0	1.0	4	0.0840146
2.285	8.944	0.355	37.0	41.0	436.0	3.0	1.0	3	0.0963228
7.116	2.264	0.57	91.0	31.0	52.0	3.0	1.0	1	0.0980188
1.602	4.565	0.286	48.0	45.0	315.0	3.0	1.0	6	0.1100068
6.295	8.658	0.724	80.0	48.0	206.0	3.0	1.0	4	0.1308538
3.665	2.264	0.654	91.0	31.0	52.0	3.0	1.0	3	0.13134320000000002
6.074	4.834	0.625	64.0	40.0	356.0	3.0	1.0	2	0.1401482
2.616	9.067	0.355	37.0	41.0	345.0	3.0	1.0	4	0.153714
2.285	4.565	0.355	48.0	41.0	315.0	3.0	0.0	4	0.1576138
7.116	2.264	0.615	91.0	31.0	52.0	3.0	0.0	6	0.1914718
2.507	2.264	0.57	91.0	31.0	52.0	3.0	1.0	6	0.19462359999999998
2.285	8.944	0.355	48.0	41.0	315.0	3.0	1.0	2	0.2215328
2.285	8.944	0.767	37.0	41.0	436.0	3.0	1.0	6	0.2252654
2.616	3.482	0.355	37.0	41.0	345.0	3.0	1.0	6	0.22951179999999996
2.285	7.418	0.355	48.0	41.0	315.0	3.0	1.0	6	0.27564120000000003
1.174	3.546	0.474	16.0	44.0	139.0	3.0	1.0	6	0.3072998
3.61	4.834	0.625	64.0	43.0	566.0	3.0	0.0	3	0.31268060000000003
6.074	6.459	0.474	64.0	40.0	356.0	3.0	1.0	0	0.35705679999999995
1.92	7.91	0.769	30.0	38.0	128.0	3.0	0.0	3	0.3708458
1.34	1.894	0.271	26.0	28.0	31.0	3.0	0.0	4	0.3780118
1.759	4.015	0.261	93.0	25.0	233.0	1.0	1.0	4	0.44081000000000004
