alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
2.51	4.037	0.504	62.0	39.0	317.0	3.0	0.0	10	0.0061558
2.51	4.037	0.504	62.0	39.0	33.0	3.0	0.0	9	0.025598
9.834	6.616	0.899	49.0	10.0	17.0	3.0	1.0	10	0.032163399999999995
5.237	6.286	0.866	88.0	18.0	17.0	3.0	1.0	7	0.0341418
6.184	7.71	0.632	89.0	15.0	253.0	3.0	1.0	8	0.057068600000000004
2.547	6.616	0.899	55.0	47.0	601.0	3.0	0.0	3	0.08139060000000001
3.1	9.879	0.305	94.0	46.0	676.0	3.0	1.0	2	0.10243880000000001
7.162	2.022	0.384	83.0	21.0	740.0	3.0	0.0	0	0.1130172
8.644	7.71	0.387	89.0	15.0	253.0	3.0	1.0	9	0.1415354
3.1	2.796	0.305	53.0	46.0	695.0	3.0	1.0	6	0.1491342
3.1	3.82	0.305	94.0	46.0	676.0	3.0	1.0	7	0.1546382
2.51	4.037	0.504	62.0	16.0	40.0	3.0	0.0	5	0.24476940000000003
7.118	4.037	0.979	62.0	25.0	40.0	3.0	0.0	6	0.29768920000000004
3.416	7.026	0.899	88.0	18.0	243.0	3.0	1.0	7	0.3284218
1.325	7.163	0.261	37.0	32.0	172.0	2.0	1.0	0	0.3699236
6.572	7.693	0.305	53.0	46.0	207.0	3.0	1.0	10	0.38147420000000004
6.184	7.71	0.632	89.0	40.0	366.0	3.0	1.0	6	0.40442339999999993
6.572	7.693	0.305	53.0	46.0	716.0	3.0	1.0	3	0.4157618
3.1	3.041	0.328	52.0	37.0	676.0	3.0	0.0	4	0.5619864000000001
