alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
5.925	8.202	0.519	64.0	9.0	596.0	3.0	0.0	6	0.0027528
1.146	2.916	0.519	64.0	25.0	596.0	3.0	0.0	3	0.0469858
4.3	7.534	0.362	39.0	18.0	23.0	3.0	1.0	8	0.0771154
1.169	6.172	0.467	80.0	37.0	442.0	3.0	1.0	5	0.07798799999999999
1.146	2.916	0.519	77.0	25.0	596.0	3.0	0.0	6	0.0904706
3.772	9.522	0.519	64.0	27.0	311.0	3.0	0.0	8	0.0931516
6.43	6.162	0.411	76.0	18.0	395.0	3.0	1.0	7	0.097137
4.3	7.534	0.985	39.0	32.0	23.0	3.0	1.0	8	0.10045760000000001
4.3	7.534	0.169	39.0	32.0	23.0	3.0	1.0	0	0.1017766
6.43	1.661	0.411	76.0	18.0	395.0	3.0	1.0	6	0.126587
1.158	6.12	0.467	10.0	23.0	329.0	3.0	1.0	4	0.1326192
8.099	7.499	0.882	97.0	32.0	726.0	3.0	1.0	8	0.1577254
6.761	8.664	0.519	64.0	9.0	596.0	3.0	0.0	0	0.1797058
4.3	7.534	0.979	39.0	32.0	23.0	3.0	1.0	7	0.18605939999999999
2.717	8.664	0.751	97.0	47.0	492.0	3.0	1.0	7	0.1998802
1.146	2.916	0.519	94.0	25.0	596.0	3.0	0.0	8	0.2081746
1.158	6.172	0.467	80.0	25.0	442.0	3.0	1.0	3	0.26139599999999996
8.099	6.642	0.882	97.0	32.0	726.0	3.0	1.0	5	0.2778608
3.772	9.522	0.519	64.0	27.0	596.0	3.0	0.0	5	0.2881374
8.099	6.642	0.15	97.0	35.0	97.0	3.0	1.0	7	0.36551480000000003
8.247	6.265	0.411	76.0	18.0	515.0	3.0	1.0	1	0.40462319999999996
4.3	7.534	0.169	39.0	18.0	23.0	3.0	1.0	6	0.40526599999999996
3.184	9.374	0.411	14.0	41.0	720.0	3.0	1.0	8	0.4534668
1.146	4.448	0.519	94.0	42.0	271.0	3.0	0.0	8	0.603761
