alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.889	2.864	0.661	73.0	40.0	551.0	2.0	1.0	8	0.0086842
4.612	8.089	0.351	52.0	10.0	557.0	3.0	0.0	7	0.0096078
2.885	5.643	0.127	61.0	42.0	425.0	3.0	1.0	8	0.043832
1.883	7.707	0.369	30.0	35.0	748.0	3.0	1.0	9	0.046928399999999995
1.654	3.975	0.19	70.0	29.0	463.0	2.0	1.0	0	0.05647680000000001
2.565	7.973	0.127	51.0	19.0	330.0	3.0	1.0	8	0.0749818
2.565	3.557	0.127	51.0	19.0	330.0	3.0	1.0	9	0.085498
2.154	4.836	0.329	30.0	37.0	557.0	3.0	1.0	5	0.10778360000000001
2.565	5.202	0.127	51.0	42.0	330.0	3.0	0.0	6	0.11080140000000001
1.883	3.247	0.329	30.0	38.0	557.0	3.0	0.0	6	0.1262748
1.889	6.649	0.505	73.0	40.0	551.0	3.0	1.0	7	0.133235
1.883	3.713	0.369	30.0	38.0	529.0	3.0	1.0	3	0.135346
8.5	6.649	0.505	73.0	40.0	551.0	3.0	1.0	4	0.15435959999999999
2.565	7.973	0.127	51.0	42.0	330.0	3.0	1.0	0	0.1584384
7.253	5.643	0.661	51.0	42.0	330.0	3.0	1.0	9	0.1617402
3.549	8.579	0.462	100.0	38.0	676.0	3.0	1.0	2	0.2351762
9.715	7.973	0.127	51.0	33.0	330.0	3.0	1.0	4	0.2739404
2.565	5.643	0.127	51.0	42.0	330.0	3.0	1.0	6	0.288317
6.087	5.286	0.213	30.0	37.0	439.0	3.0	1.0	9	0.36285419999999996
3.811	8.579	0.462	54.0	16.0	676.0	3.0	0.0	6	0.3641012
2.154	2.346	0.351	52.0	11.0	557.0	3.0	0.0	5	0.42589499999999997
