alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
5.941	2.064	0.528	97.0	15.0	22.0	3.0	0.0	0	-0.0
4.062	1.554	0.629	91.0	22.0	677.0	3.0	0.0	4	0.016258
2.318	4.696	0.806	78.0	25.0	470.0	3.0	0.0	5	0.0211354
1.13	1.394	0.125	56.0	40.0	617.0	3.0	1.0	4	0.0267644
1.13	1.394	0.218	56.0	40.0	617.0	3.0	1.0	1	0.043335
1.13	1.394	0.218	56.0	46.0	617.0	3.0	1.0	0	0.0466062
3.396	2.345	0.528	85.0	11.0	22.0	3.0	0.0	4	0.09127160000000001
5.941	9.485	0.964	97.0	26.0	253.0	3.0	1.0	4	0.10550299999999999
3.255	1.554	0.754	87.0	32.0	17.0	3.0	1.0	4	0.12341600000000001
3.109	6.07	0.16	43.0	49.0	533.0	3.0	1.0	3	0.1260546
1.13	1.394	0.218	56.0	36.0	617.0	3.0	1.0	5	0.1261274
2.15	8.301	0.281	26.0	20.0	49.0	3.0	0.0	1	0.1392992
2.15	8.301	0.281	26.0	20.0	131.0	3.0	0.0	2	0.1486534
5.941	2.064	0.258	97.0	15.0	22.0	3.0	0.0	5	0.1509812
2.15	7.161	0.707	26.0	20.0	131.0	3.0	0.0	4	0.16626120000000003
2.15	6.674	0.463	26.0	20.0	49.0	3.0	0.0	5	0.172012
3.255	4.102	0.754	87.0	32.0	17.0	3.0	1.0	5	0.17725439999999998
3.396	6.423	0.634	47.0	40.0	188.0	3.0	1.0	3	0.1980438
1.689	5.735	0.806	38.0	24.0	280.0	3.0	0.0	3	0.201994
2.206	4.41	0.806	49.0	16.0	470.0	3.0	1.0	5	0.20840260000000002
1.021	1.554	0.273	30.0	22.0	481.0	3.0	0.0	4	0.2346978
2.206	4.41	0.806	49.0	16.0	470.0	3.0	0.0	4	0.236768
6.303	6.423	0.938	47.0	40.0	188.0	3.0	1.0	4	0.240938
2.15	8.301	0.463	26.0	20.0	74.0	3.0	0.0	3	0.24579040000000002
2.15	7.795	0.281	26.0	20.0	49.0	3.0	0.0	3	0.2548466
5.941	9.992	0.964	97.0	42.0	253.0	3.0	1.0	4	0.2690464
2.206	4.41	0.806	67.0	16.0	470.0	3.0	0.0	3	0.2742404
2.15	8.301	0.463	26.0	20.0	49.0	3.0	0.0	0	0.28014900000000004
2.457	1.554	0.476	91.0	22.0	677.0	3.0	0.0	5	0.28351380000000004
2.15	7.217	0.281	26.0	20.0	131.0	3.0	0.0	5	0.29786440000000003
5.941	9.485	0.528	97.0	42.0	253.0	3.0	1.0	3	0.30391019999999996
3.396	2.064	0.528	97.0	40.0	22.0	3.0	0.0	1	0.34091180000000004
5.2	6.859	0.132	42.0	25.0	415.0	3.0	0.0	3	0.3558712
1.13	1.394	0.125	56.0	40.0	690.0	3.0	1.0	5	0.37742359999999997
1.689	5.735	0.806	13.0	47.0	260.0	3.0	0.0	1	0.38209780000000004
2.15	8.301	0.281	26.0	20.0	131.0	1.0	0.0	4	0.4103686000000001
2.15	7.161	0.281	26.0	20.0	131.0	3.0	0.0	3	0.42258759999999995
3.396	2.345	0.528	97.0	11.0	22.0	3.0	0.0	3	0.4628508
