alpha	beta	rho	ants	nnls	elitistants	localsearch	dlb	Step_Found	VALUE
1.914	5.66	0.158	82.0	16.0	20.0	3.0	0.0	5	-0.0
2.185	6.416	0.878	96.0	22.0	703.0	3.0	1.0	6	0.0250664
7.385	5.426	0.344	63.0	34.0	75.0	3.0	1.0	3	0.0308902
4.54	6.416	0.212	46.0	22.0	40.0	3.0	1.0	5	0.0329278
3.517	9.511	0.523	75.0	44.0	455.0	3.0	1.0	6	0.0331954
7.385	8.722	0.447	47.0	42.0	75.0	3.0	0.0	4	0.0371748
2.185	6.416	0.4	96.0	22.0	703.0	3.0	1.0	5	0.0758658
4.54	6.416	0.642	46.0	22.0	40.0	3.0	1.0	7	0.08466399999999999
3.106	3.266	0.962	31.0	9.0	305.0	3.0	1.0	2	0.10621860000000001
2.185	6.416	0.4	96.0	22.0	711.0	3.0	1.0	7	0.1095904
5.274	1.52	0.158	23.0	23.0	15.0	3.0	1.0	6	0.12256179999999998
3.052	1.976	0.618	50.0	38.0	41.0	2.0	1.0	7	0.1406492
1.914	5.163	0.158	82.0	16.0	503.0	3.0	1.0	6	0.1588738
3.517	9.511	0.957	75.0	16.0	455.0	2.0	1.0	7	0.17241620000000002
7.034	1.976	0.618	30.0	38.0	41.0	3.0	1.0	4	0.1728614
1.31	3.415	0.962	65.0	9.0	305.0	3.0	1.0	2	0.18371400000000002
2.185	6.416	0.878	96.0	31.0	703.0	3.0	1.0	7	0.1965768
7.385	5.426	0.509	63.0	34.0	75.0	3.0	1.0	6	0.2117454
4.54	6.416	0.212	46.0	22.0	703.0	3.0	1.0	4	0.2172382
2.513	8.722	0.353	47.0	42.0	75.0	3.0	0.0	6	0.23043
1.334	3.243	0.585	70.0	30.0	210.0	3.0	1.0	2	0.232253
7.385	6.965	0.447	47.0	42.0	75.0	3.0	0.0	5	0.2571384
6.946	3.266	0.633	66.0	21.0	213.0	3.0	1.0	6	0.2800746
8.244	6.877	0.212	46.0	36.0	703.0	3.0	1.0	6	0.42323840000000007
3.123	1.976	0.618	60.0	38.0	41.0	3.0	0.0	6	0.4330515999999999
1.31	3.415	0.962	65.0	10.0	305.0	3.0	1.0	6	0.5195686
3.517	4.262	0.523	75.0	44.0	455.0	3.0	0.0	7	0.5276384
