p_c	p_m	N	c_0	Step_Found	VALUE
0.957	0.131	16.0	2.0	6	21.2
0.095	0.307	41.0	1.0	13	28.0
0.39	0.583	41.0	2.0	10	48.0
0.39	0.372	41.0	2.0	3	54.4
0.957	0.114	16.0	2.0	5	57.6
0.957	0.131	1.0	2.0	11	58.8
0.39	0.53	41.0	2.0	5	74.8
0.589	0.656	18.0	2.0	3	84.8
0.21	0.131	16.0	1.0	9	85.2
0.957	0.25	16.0	1.0	5	96.8
0.728	0.24	41.0	1.0	13	137.4
0.39	0.133	49.0	2.0	7	144.6
0.57	0.822	29.0	1.0	3	145.2
0.57	0.822	31.0	1.0	2	151.4
0.483	0.614	34.0	2.0	8	224.0
