p_c	p_m	N	c_0	Step_Found	VALUE
0.508	0.112	36.0	2.0	8	14.4
0.673	0.274	7.0	2.0	13	33.6
0.179	0.822	40.0	1.0	7	37.2
0.179	0.304	29.0	1.0	8	51.0
0.488	0.657	13.0	2.0	6	52.6
0.641	0.311	17.0	2.0	9	56.8
0.751	0.071	21.0	1.0	0	59.0
0.465	0.768	19.0	2.0	8	61.8
0.285	0.822	38.0	1.0	10	63.6
0.179	0.245	20.0	1.0	5	81.6
0.179	0.822	13.0	1.0	1	94.6
0.505	0.406	38.0	2.0	5	108.4
0.298	0.507	17.0	1.0	7	109.8
0.465	0.768	43.0	2.0	3	215.6
0.639	0.928	2.0	2.0	4	372.6
