p_c	p_m	N	c_0	Step_Found	VALUE
0.065	0.797	6.0	1.0	1	22.8
0.381	0.72	7.0	2.0	2	26.2
0.178	0.797	6.0	2.0	12	51.4
0.924	0.896	43.0	2.0	12	67.8
0.185	0.56	35.0	2.0	2	68.2
0.065	0.797	24.0	1.0	6	68.6
0.479	0.797	20.0	1.0	4	77.2
0.035	0.797	6.0	1.0	3	77.4
0.462	0.425	24.0	1.0	10	95.2
0.311	0.797	6.0	1.0	13	130.8
0.913	0.896	46.0	2.0	7	145.8
0.185	0.274	35.0	2.0	10	152.4
0.036	0.797	24.0	1.0	7	249.4
0.065	0.797	6.0	2.0	5	260.2
0.407	0.797	6.0	1.0	10	335.4
