p_c	p_m	N	c_0	Step_Found	VALUE
0.8	0.102	47.0	2.0	4	26.8
0.655	0.658	16.0	1.0	12	40.6
0.839	0.807	20.0	1.0	0	46.4
0.182	0.414	29.0	1.0	1	71.0
0.36	0.499	44.0	2.0	13	77.6
0.009	0.499	19.0	2.0	7	82.8
0.968	0.331	37.0	1.0	2	84.4
0.182	0.414	25.0	2.0	11	109.6
0.182	0.414	25.0	1.0	3	135.4
0.597	0.331	11.0	1.0	9	135.6
0.031	0.499	44.0	2.0	2	182.0
0.497	0.22	16.0	1.0	2	213.8
0.839	0.807	20.0	2.0	13	219.8
0.031	0.124	44.0	2.0	10	231.4
0.233	0.499	44.0	2.0	11	281.6
