p_c	p_m	N	c_0	Step_Found	VALUE
0.002	0.835	10.0	1.0	5	21.2
0.155	0.199	11.0	1.0	7	21.4
0.999	0.097	12.0	2.0	5	41.8
0.155	0.199	11.0	2.0	11	43.8
0.155	0.199	38.0	2.0	13	57.2
0.784	0.239	21.0	1.0	9	60.2
0.515	0.367	40.0	1.0	2	77.0
0.094	0.724	44.0	1.0	9	78.6
0.636	0.863	18.0	1.0	8	122.6
0.999	0.26	12.0	2.0	12	129.6
0.039	0.288	44.0	1.0	4	227.4
0.97	0.738	45.0	1.0	7	234.4
0.094	0.288	44.0	1.0	2	243.6
0.563	0.239	21.0	1.0	2	245.8
0.155	0.788	11.0	1.0	8	294.0
