p_c	p_m	N	c_0	Step_Found	VALUE
0.56	0.74	33.0	1.0	12	38.2
0.69	0.24	43.0	1.0	12	43.8
0.597	0.24	29.0	2.0	5	46.2
0.214	0.236	7.0	2.0	7	47.6
0.213	0.268	6.0	1.0	10	74.8
0.024	0.787	9.0	2.0	8	75.2
0.394	0.203	22.0	1.0	9	75.8
0.214	0.236	29.0	2.0	3	76.4
0.64	0.838	31.0	2.0	6	78.4
0.808	0.577	41.0	2.0	1	86.6
0.213	0.301	6.0	1.0	7	89.8
0.1	0.561	13.0	2.0	5	112.2
0.075	0.637	30.0	1.0	13	115.0
0.719	0.747	44.0	2.0	6	159.0
0.365	0.172	29.0	2.0	11	172.4
